accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch_accel
-0.4727,-0.0029,1.3263,-8.4431,-4.7593,-0.0911,-19.6159
-0.3848,0.005,1.348,-7.3059,-4.614,0.1093,-15.9309
-0.2928,0.0047,1.3718,-5.5331,-5.0388,0.131,-12.049
-0.1968,-0.006,1.39,-3.4016,-5.0535,-0.2577,-8.059
-0.0943,0.0037,1.3998,-2.0856,-5.1912,0.0814,-3.8524
0.0031,0.0067,1.3947,0.1505,-5.3519,0.0149,0.129
0.1003,0.0053,1.3946,1.6733,-4.7199,-0.0403,4.1142
0.1989,-0.0008,1.3891,4.369,-4.6501,0.1419,8.1505
0.2897,-0.0093,1.3698,5.0433,-5.0457,-0.0042,11.9415
0.3871,-0.0005,1.3432,6.5301,-4.2918,0.1003,16.0772
0.4739,-0.0033,1.3261,8.631,-4.4115,0.4425,19.6657
0.5505,0.0034,1.3024,10.1451,-4.4205,0.2912,22.9121
0.62,0.0034,1.2509,11.4332,-4.3047,-0.3322,26.3655
0.6745,-0.0036,1.2201,12.7856,-4.4227,-0.0814,28.9325
0.7275,0.002,1.1777,13.5764,-4.5823,-0.2663,31.7063
0.76,0.0055,1.1327,14.4274,-4.5117,-0.0538,33.8582
0.7848,0.0057,1.075,14.0984,-3.6547,0.0868,36.1323
0.8011,-0.0086,1.0287,14.991,-4.187,-0.6042,37.9081
0.8009,-0.0045,0.9753,15.1452,-3.3534,-0.0935,39.3931
0.7761,0.0051,0.9186,14.8464,-3.0392,0.4707,40.1945
0.7588,-0.003,0.8821,13.984,-2.8474,0.0972,40.7016
0.7254,-0.0055,0.8188,13.9793,-2.4373,-0.1651,41.5355
0.6781,-0.0001,0.7855,12.377,-2.2743,0.1847,40.8016
0.6174,0.0008,0.747,11.9554,-1.9287,-0.3014,39.5778
0.5502,0.0067,0.7053,10.0568,-1.8633,-0.1288,37.9573
0.4682,-0.0008,0.6771,8.753,-1.5931,-0.2464,34.6616
0.3835,0.0012,0.6447,7.0702,-1.1145,-0.3761,30.7462
0.2948,0.0062,0.6235,5.2683,-0.1177,0.587,25.3078
0.2004,0.0103,0.6106,3.4906,-0.8488,-0.0514,18.1678
0.1047,-0.0072,0.6019,1.9874,-0.4637,0.1693,9.8655
0.0018,0.0043,0.6028,0.1521,-0.3833,0.3737,0.1699
-0.0961,0.002,0.6007,-2.1564,0.8961,0.5974,-9.0871
-0.202,-0.001,0.6099,-3.9973,0.9688,-0.4119,-18.326
-0.2951,0.0028,0.6213,-5.5329,1.1717,0.1057,-25.408
-0.384,0.0015,0.6532,-6.7818,1.0055,0.0274,-30.4526
-0.4766,0.0001,0.6729,-8.8452,1.5607,0.1109,-35.3105
-0.5398,0.0051,0.7038,-10.6217,2.0,0.2502,-37.4864
-0.6281,-0.0079,0.7416,-11.9456,2.0339,-0.0827,-40.2608
-0.6818,0.0005,0.7838,-12.9466,2.4492,-0.6117,-41.0196
-0.7154,-0.0012,0.8243,-13.4965,2.2741,-0.0143,-40.9568
-0.7687,-0.0066,0.8782,-14.4032,2.7529,0.1874,-41.1956
-0.785,-0.0021,0.9264,-15.1265,3.8631,-0.1937,-40.2779
-0.7906,-0.0064,0.9788,-14.7859,4.0126,-0.04,-38.9277
-0.7976,-0.0019,1.0266,-15.1193,3.5364,0.0401,-37.8431
-0.793,-0.0055,1.0778,-14.4087,3.8238,0.6609,-36.3443
-0.7695,-0.0068,1.1263,-14.3053,3.8372,-0.0882,-34.341
-0.7303,-0.0049,1.1757,-13.2481,4.068,-0.2846,-31.8474
-0.6712,-0.0037,1.2226,-12.3492,4.4767,0.0215,-28.7682
-0.6152,0.0046,1.2643,-11.4981,3.9671,-0.1281,-25.9459
-0.5532,0.0091,1.2847,-10.1008,5.1394,-0.0562,-23.2957
-0.4698,-0.0044,1.3178,-8.046,4.6161,0.0421,-19.6219
-0.3757,0.001,1.3496,-7.1952,5.151,0.0099,-15.556
-0.2925,0.0063,1.3758,-5.1739,4.6145,-0.0056,-12.0029
-0.1944,-0.0012,1.3856,-4.2801,4.7832,0.1151,-7.9868
-0.1005,-0.0014,1.4055,-1.7294,5.5971,0.5207,-4.0913
0.0054,-0.0021,1.4008,-0.0022,5.0069,-0.0181,0.2223
0.101,-0.0024,1.3991,1.512,4.5167,0.762,4.13
0.1975,0.0004,1.389,3.9064,4.444,0.1263,8.0924
0.295,0.001,1.3737,5.8487,4.8826,-0.0457,12.1207
0.3785,0.0032,1.3438,7.3616,4.2104,-0.215,15.7326
0.4775,-0.007,1.3267,8.8818,4.3247,0.2922,19.7963
0.5438,-0.0019,1.2945,10.0506,4.9767,-0.0377,22.7865
0.6227,0.0006,1.2623,11.9731,4.8794,0.0628,26.257
0.6825,-0.0014,1.211,12.413,4.0287,-0.1048,29.4051
0.7275,-0.0072,1.1671,13.4163,3.9028,0.1461,31.9383
0.759,-0.0125,1.1283,14.5638,3.7521,-0.1333,33.9278
0.7896,-0.0041,1.0754,14.7714,3.7555,0.1653,36.2871
0.8014,0.0021,1.0279,14.8017,3.9164,0.0285,37.942
0.8049,0.0033,0.9781,15.0671,3.3391,0.2287,39.4517
0.7926,0.0035,0.9295,14.9839,3.5452,-0.0434,40.4538
0.7715,-0.0086,0.885,14.0245,3.134,-0.3857,41.0796
0.7205,0.0033,0.8214,13.7504,2.5595,-0.0674,41.2545
0.6766,0.0069,0.788,12.2703,2.586,0.624,40.6493
0.6139,0.0054,0.7422,11.5644,1.7962,0.1166,39.5971
0.5482,0.004,0.7112,9.9499,1.7509,0.0245,37.624
0.4624,-0.0067,0.6752,8.5235,1.159,0.1732,34.4061
0.3851,0.0083,0.6476,7.9068,1.2367,-0.2833,30.7356
0.3049,-0.001,0.6288,5.597,0.7993,0.011,25.872
0.1991,-0.0099,0.6107,4.0088,0.9325,0.5205,18.0585
0.0977,-0.0007,0.591,1.5207,0.8313,0.204,9.3883
0.0034,-0.0024,0.5975,0.55,-0.397,-0.0705,0.3234
-0.0955,-0.0042,0.6067,-1.9338,-0.3027,-0.5788,-8.9409
-0.2001,-0.0054,0.609,-3.4476,-1.1269,-0.6296,-18.191
-0.2935,-0.0089,0.6289,-5.7755,-0.9254,-0.1523,-25.0132
-0.3894,0.0043,0.6529,-7.9174,-1.702,-0.0037,-30.8096
-0.4682,0.0052,0.6679,-8.8726,-1.8082,-0.3162,-35.0281
-0.5574,-0.0032,0.7106,-10.648,-1.1745,-0.0112,-38.1127
-0.6077,-0.0044,0.7423,-11.5956,-2.6442,-0.1523,-39.3047
-0.6847,-0.0008,0.7849,-12.8219,-2.3139,-0.1383,-41.101
-0.7331,-0.0027,0.8305,-13.5375,-2.5039,0.0846,-41.4341
-0.7502,0.0061,0.8842,-14.1726,-2.575,-0.3306,-40.3147
-0.781,0.0013,0.9171,-14.2242,-3.2031,0.0694,-40.4191
-0.7952,0.0103,0.9779,-14.7973,-3.8719,0.4378,-39.1166
-0.7894,0.0038,1.0212,-14.3418,-3.4121,0.5241,-37.7034
-0.7823,-0.0015,1.0784,-15.1749,-3.4266,0.3465,-35.9579
-0.7442,0.0077,1.1251,-14.332,-4.2374,0.2064,-33.4826
-0.7193,-0.0021,1.1687,-13.4692,-3.6155,0.1202,-31.6132
-0.661,-0.002,1.2207,-12.6149,-4.1204,-0.1101,-28.4359
-0.6239,0.0008,1.2456,-11.566,-4.7323,-0.2377,-26.6062
-0.56,0.0029,1.2914,-10.0594,-4.496,-0.3031,-23.4429
-0.4708,0.0069,1.3318,-8.6478,-4.6151,0.2486,-19.4679
-0.3826,-0.0109,1.3534,-7.5081,-5.178,0.2709,-15.7834
-0.2963,0.0038,1.3693,-5.2916,-4.8687,-0.0158,-12.2083
-0.1963,0.0058,1.382,-3.756,-5.4735,-0.1276,-8.0831
-0.1061,-0.0003,1.4031,-1.6197,-5.1551,0.3657,-4.3224
0.008,-0.0021,1.4039,-0.194,-5.3212,0.1261,0.325
0.1034,-0.0015,1.4026,1.5792,-4.7292,0.2638,4.2146
0.2061,0.0008,1.3929,3.4946,-5.2982,-0.6294,8.4172
0.2946,-0.0039,1.3726,5.5482,-5.1396,0.2262,12.1152
0.3879,0.0013,1.3482,7.2666,-4.735,0.6551,16.0512
0.4657,-0.004,1.3305,8.7925,-4.8383,-0.5007,19.2916
0.5461,-0.0014,1.2904,9.9858,-4.6197,-0.0875,22.9392
0.614,-0.0063,1.2585,11.4822,-4.2657,-0.6028,26.0068
0.6751,0.0029,1.219,12.734,-4.282,-0.0948,28.9774
0.7224,-0.0023,1.1632,13.7564,-4.1205,0.0665,31.8419
0.7561,-0.0106,1.1155,14.1793,-4.1778,-0.0249,34.1281
0.787,-0.0013,1.0632,14.689,-2.943,0.2803,36.5093
0.7871,-0.001,1.0229,15.329,-3.5647,-0.2142,37.5782
0.7956,-0.0041,0.9847,14.9112,-3.8472,0.2656,38.9363
0.7773,0.0082,0.9253,14.686,-3.1921,-0.5475,40.0303
0.7597,-0.0075,0.8806,13.7631,-2.9426,-0.1653,40.7814
0.7242,0.0013,0.8295,13.8323,-2.9814,0.0538,41.1218
0.6719,0.002,0.7806,12.513,-2.594,-0.0825,40.7182
0.6165,0.0,0.7475,11.4384,-1.6591,0.429,39.5131
0.554,-0.0038,0.7056,10.8634,-2.4397,0.0502,38.1334
0.4686,-0.0029,0.6762,8.6046,-1.3455,0.0738,34.7212
0.3834,-0.0041,0.6503,7.8091,-0.8055,0.1749,30.5189
0.2932,0.0081,0.6334,5.7575,-0.3646,0.7089,24.8371
0.2013,-0.0052,0.6146,3.8803,-0.8111,-0.5622,18.1365
0.0988,-0.0036,0.6035,2.157,0.0196,0.3501,9.2938
0.0029,0.0016,0.604,0.0205,-0.5259,0.938,0.275
-0.1017,0.0041,0.5976,-2.2151,0.3751,0.3984,-9.6538
-0.1955,0.0039,0.6051,-3.9305,0.6918,0.3542,-17.9093
-0.2902,-0.0012,0.6297,-5.6467,1.0739,-0.0738,-24.7424
-0.3847,-0.003,0.6434,-7.1066,1.2513,0.1336,-30.8735
-0.4684,-0.0029,0.6753,-8.6443,1.7742,0.3211,-34.7455
-0.543,0.0141,0.7138,-10.1585,1.8006,-0.2988,-37.2561
-0.6258,0.0042,0.7482,-11.7605,2.3343,0.2008,-39.9064
-0.6741,-0.0003,0.7874,-12.5066,1.8686,0.2994,-40.5705
-0.7194,0.0054,0.8358,-13.348,2.4196,0.1414,-40.7201
-0.7625,0.0001,0.8777,-14.461,3.2083,0.249,-40.981
-0.7956,-0.0051,0.927,-14.7723,3.1083,0.7227,-40.6376
-0.8022,-0.003,0.976,-14.9001,3.1739,-0.3134,-39.4176
-0.7988,-0.0034,1.0264,-15.1955,3.5441,0.1747,-37.8909
-0.7914,-0.0059,1.0697,-14.9135,3.2933,0.5562,-36.4941
-0.7634,0.0035,1.1256,-13.8952,4.157,-0.0031,-34.1468
-0.7303,-0.0125,1.1838,-14.0195,3.8055,-0.3437,-31.6691
-0.6857,0.0017,1.2149,-12.5093,4.7963,-0.274,-29.4393
-0.619,0.0033,1.2677,-11.7847,4.7995,-0.2715,-26.0232
-0.5488,-0.0006,1.2925,-9.8806,4.283,0.0667,-23.0057
-0.4663,0.0052,1.3178,-9.0936,4.8263,-0.2888,-19.4844
-0.383,0.0035,1.3456,-7.0132,4.4144,0.0165,-15.8889
-0.2967,-0.0015,1.3694,-5.8652,5.4243,0.0911,-12.2261
-0.2028,-0.0097,1.3925,-3.6921,4.8745,-0.0842,-8.2857
-0.0921,0.0046,1.4003,-1.3182,4.825,0.3927,-3.7643
-0.0002,0.0028,1.3961,-0.5141,4.98,-0.8735,-0.0097
0.0977,0.0021,1.3982,1.584,5.257,0.1627,3.9981
0.2066,0.0031,1.3908,4.1437,4.9982,0.1783,8.4505
0.2967,-0.0038,1.3676,5.079,5.1546,-0.1176,12.241
0.3827,-0.0067,1.3558,7.1404,4.7355,0.0698,15.7626
0.4682,0.0023,1.3173,9.2162,4.9048,-0.2518,19.5664
0.5486,-0.0104,1.2963,10.138,5.0374,0.58,22.9363
0.6185,0.0027,1.258,11.046,4.1715,-0.177,26.1824
0.6824,-0.0078,1.2165,12.3143,4.684,0.0483,29.29
0.7273,-0.0009,1.1656,13.5079,3.7843,0.1641,31.9637
0.7628,-0.0053,1.117,14.1158,4.0756,-0.34,34.3303
0.7866,-0.0061,1.0701,14.61,3.4363,-0.147,36.3175
0.8017,-0.0133,1.0247,15.3287,3.7759,0.1581,38.0379
0.8006,0.0085,0.972,14.7347,3.3649,-0.1693,39.4745
0.7857,0.0011,0.928,14.9151,3.4846,0.152,40.2557
0.763,0.0011,0.8721,14.2112,2.709,0.0218,41.1807
0.7193,0.0017,0.8335,13.3789,2.9946,0.1934,40.7942
0.6735,0.0026,0.7875,12.382,2.4273,0.2095,40.5409
0.621,-0.0052,0.7424,12.027,1.6377,0.2227,39.9128
0.5552,-0.0029,0.7117,10.3013,1.3134,-0.0394,37.9618
0.4691,-0.0013,0.6836,9.0939,1.2202,0.0946,34.4618
0.384,0.0009,0.6576,6.8796,1.4602,-0.6145,30.2838
0.2861,0.0014,0.6335,5.9212,0.8705,-0.2377,24.3054
0.1906,0.0053,0.6151,3.667,0.3439,0.5261,17.2169
0.1054,0.0058,0.6089,1.2705,-0.1929,0.0252,9.8228
0.0,0.0026,0.5979,-0.1576,-0.0708,0.089,0.0037
-0.1071,-0.0023,0.6011,-2.2716,-0.202,-0.4468,-10.1011
-0.198,0.0067,0.6083,-4.1041,-0.5786,-0.3008,-18.0264
-0.3033,-0.0011,0.6282,-5.4423,-1.4842,0.3543,-25.7721
-0.3831,-0.0013,0.645,-6.9995,-2.0918,0.2325,-30.7117
-0.4696,0.0013,0.6781,-8.7447,-1.3117,-0.4741,-34.7013
-0.5415,-0.0012,0.6996,-10.462,-1.7504,0.0505,-37.7414
-0.6046,0.0007,0.7436,-11.4822,-2.1095,-0.4693,-39.1151
-0.6645,0.0033,0.785,-12.8952,-2.3469,-0.6447,-40.247
-0.7189,0.0036,0.8223,-14.0283,-2.6408,-0.1026,-41.1617
-0.7516,0.002,0.8736,-14.2843,-2.8494,-0.3839,-40.7048
-0.7887,-0.0075,0.9282,-14.7118,-3.3748,0.6125,-40.3529
-0.7844,-0.0032,0.9804,-15.0717,-3.3547,-0.0437,-38.66
-0.8015,0.0013,1.0319,-14.9909,-3.4903,0.0325,-37.8378
-0.7909,0.0029,1.0758,-15.1442,-3.9985,-0.0711,-36.3243
-0.7596,-0.0043,1.1214,-14.8826,-4.1555,-0.3382,-34.1151
-0.7163,-0.0011,1.169,-13.3602,-3.9211,0.4593,-31.496
-0.6806,0.0049,1.2191,-12.4992,-4.087,0.1605,-29.1731
-0.6215,0.0021,1.2549,-11.6993,-4.4599,-0.0752,-26.3471
-0.5522,-0.0014,1.2976,-10.4653,-4.781,0.4048,-23.0508
-0.4653,0.0028,1.3236,-9.0765,-4.4365,-0.7332,-19.3684
-0.3833,0.0066,1.3536,-7.4209,-4.9241,0.1523,-15.8116
-0.2985,-0.0016,1.3723,-5.285,-5.0146,0.0761,-12.2716
-0.1987,0.003,1.3897,-3.5265,-4.9596,-0.1842,-8.1384
-0.0997,0.0049,1.3892,-2.2285,-4.4307,-0.023,-4.1051
0.0058,0.0021,1.4003,-0.3212,-4.7952,0.1378,0.2354
0.1084,0.0089,1.4025,2.1184,-5.0727,0.2065,4.4196
0.1933,0.0035,1.3948,3.6059,-5.3172,-0.0978,7.8912
0.2836,0.001,1.3706,5.4627,-4.796,0.0113,11.6912
0.3832,0.0007,1.3495,6.7523,-5.3313,-0.2729,15.8539
0.4665,-0.0033,1.3155,8.6869,-5.1055,0.307,19.5257
0.5421,-0.0054,1.2963,10.0313,-4.3151,0.1342,22.692
0.6153,-0.0032,1.2616,11.7314,-4.686,0.3567,25.9978
0.6778,0.008,1.2099,12.2985,-4.2981,0.0563,29.2549
0.7232,0.0036,1.1778,13.9298,-3.9731,0.0031,31.5522
0.7695,0.0008,1.1191,14.1595,-4.436,-0.1504,34.5121
0.7746,0.001,1.0739,14.973,-3.5559,-0.2175,35.8032
0.797,0.0024,1.0206,14.9436,-3.8059,-0.4178,37.986
0.794,-0.0046,0.9778,15.3855,-3.2394,-0.0293,39.076
0.7925,-0.0058,0.9336,15.0274,-3.4258,-0.3843,40.3271
0.7653,-0.0061,0.8737,14.3205,-3.1805,0.337,41.2142
0.7264,0.0033,0.8303,13.4411,-3.1236,0.2537,41.1832
0.6845,-0.0006,0.776,12.8587,-2.5683,-0.4358,41.4146
0.6184,0.0031,0.7383,11.2919,-2.7188,0.0386,39.9459
0.5421,0.0041,0.7059,10.7721,-1.9095,-0.1466,37.525
0.4647,0.0021,0.6732,9.1881,-1.5353,-0.0347,34.6147
0.3878,-0.0052,0.6523,7.2678,-1.6915,0.5198,30.732
0.2972,-0.0022,0.6363,5.7034,-1.2631,-0.2247,25.0367
0.1988,0.004,0.613,4.0669,-1.3168,0.0025,17.9662
0.0966,-0.0049,0.6051,1.0155,-0.6211,0.0744,9.0659
0.005,-0.0039,0.5888,0.4033,0.0312,0.2534,0.4873
-0.1166,-0.0113,0.6119,-1.3333,0.3301,-0.004,-10.7835
-0.1993,0.0059,0.6137,-3.954,0.7969,-0.0416,-17.9918
-0.2977,-0.0009,0.6338,-5.6954,0.3155,-0.63,-25.1629
-0.3782,-0.0043,0.6518,-7.0623,0.9998,-0.0967,-30.1248
-0.4755,-0.0054,0.6719,-8.8332,1.3473,-0.2735,-35.2837
-0.5546,-0.0031,0.7108,-10.838,1.9904,0.245,-37.9629
-0.6238,0.0065,0.7504,-11.484,2.6146,0.8542,-39.7372
-0.675,0.0011,0.7914,-13.0197,2.1272,0.1393,-40.4625
-0.7252,0.0026,0.8244,-13.3859,2.7942,-0.1304,-41.3375
-0.7644,-0.0035,0.8755,-13.4188,3.0367,-0.1445,-41.1213
-0.7914,-0.0017,0.9247,-14.5063,3.3175,0.0912,-40.5589
-0.7997,-0.0011,0.9711,-14.7,3.595,-0.1006,-39.4722
-0.7989,0.0043,1.0268,-15.1579,3.5625,0.7004,-37.8847
-0.7961,-0.0044,1.073,-14.9652,4.3626,-0.1927,-36.574
-0.7516,0.0047,1.1315,-14.6208,3.7918,-0.0233,-33.5923
-0.7163,-0.0145,1.1641,-13.8141,4.5028,0.0726,-31.6032
-0.6843,-0.0011,1.2047,-13.0039,4.8133,-0.3681,-29.5975
-0.6119,-0.002,1.2528,-11.7808,4.4136,-0.075,-26.0331
-0.548,0.0051,1.2891,-9.7243,4.5694,-0.2457,-23.0312
-0.4732,0.0048,1.3206,-8.6797,4.8553,-0.4965,-19.7141
-0.3938,-0.0022,1.3476,-7.6319,4.9935,0.0376,-16.2903
-0.2945,0.0064,1.3652,-5.5352,4.9848,-0.0475,-12.1718
-0.1974,0.0074,1.3838,-3.8861,5.2113,-0.0044,-8.1182
-0.099,0.0099,1.3943,-2.3882,4.6217,0.009,-4.06
-0.0074,0.0044,1.3931,0.7979,5.146,0.5872,-0.3028
0.1041,-0.0018,1.3915,1.6136,4.9041,-0.0354,4.2781
0.1928,-0.0062,1.3902,3.6392,4.9127,-0.026,7.8951
0.2965,0.0048,1.3673,5.215,5.1739,-0.0079,12.2339
0.378,0.0091,1.3452,7.2954,4.9922,-0.3022,15.6963
0.4766,0.0023,1.3155,8.2434,4.3641,-0.2908,19.9143
0.5513,-0.0054,1.2958,10.2098,4.1837,-0.5899,23.0476
0.6216,0.0078,1.2537,11.3635,4.0597,0.6434,26.3719
0.6783,0.0035,1.2084,12.3954,4.7551,0.0148,29.3066
0.716,-0.0067,1.17,13.7384,4.3799,0.0476,31.463
0.7553,0.0002,1.1303,14.15,3.9368,-0.8576,33.7512
0.7938,0.0028,1.0846,14.9485,4.0061,-0.2007,36.1991
0.7959,-0.0042,1.0241,14.7111,3.8316,0.0502,37.8521
0.8042,-0.0122,0.9735,14.9066,3.807,-0.0342,39.5569
0.7876,0.0035,0.9172,13.9186,3.3547,0.0697,40.6533
0.7611,-0.0039,0.8796,14.196,2.3272,0.0247,40.8686
0.728,0.0015,0.8303,13.8767,2.7091,-0.3004,41.2426
0.6666,0.0018,0.7889,12.5721,2.585,-0.3886,40.1964
0.6136,0.0033,0.7551,11.63,2.4879,-0.2647,39.0951
0.5487,-0.0046,0.7104,10.2512,1.7625,0.0585,37.6814
0.4591,0.0,0.6705,8.9223,1.9326,0.2494,34.3956
0.386,-0.0038,0.645,6.786,1.2335,-0.214,30.9003
0.2975,0.0048,0.624,5.6174,1.7363,-0.2581,25.4891
0.2009,0.0026,0.6136,3.9225,0.9664,0.0083,18.1274
0.1012,-0.0074,0.6076,2.2105,-0.0611,-0.7347,9.4516
-0.0022,-0.0013,0.6048,-0.4207,0.5569,0.0455,-0.2071
-0.1043,-0.011,0.6092,-1.8736,0.0148,0.0305,-9.711
-0.1991,-0.0024,0.6127,-3.5655,-0.6356,-0.0699,-17.9988
-0.2941,0.0008,0.6296,-5.4263,-0.9472,-0.2146,-25.0389
-0.3842,0.0008,0.6403,-7.814,-1.4783,0.0398,-30.9621
-0.4693,0.0014,0.6718,-8.9287,-1.3999,-0.2392,-34.9384
-0.5475,-0.0065,0.705,-9.7147,-1.4173,-0.1256,-37.8319
-0.6209,0.0045,0.7515,-11.6222,-2.1122,-0.3325,-39.5609
-0.6671,-0.0017,0.7938,-12.2811,-1.7763,-0.3865,-40.0438
-0.72,0.002,0.8263,-13.0847,-2.4559,-0.0206,-41.0689
-0.7627,-0.0005,0.8737,-14.5549,-3.4417,0.3595,-41.1178
-0.7753,0.0036,0.9136,-14.7465,-3.283,-0.3561,-40.3179
-0.8005,-0.0071,0.9848,-14.7255,-3.409,0.1238,-39.1049
-0.8028,0.0047,1.0202,-14.7696,-2.7818,-0.3678,-38.1984
-0.7799,0.0045,1.0691,-14.8338,-3.1483,-0.068,-36.1119
-0.7632,-0.0044,1.121,-14.2783,-4.3647,-0.3947,-34.2486
-0.7227,-0.0022,1.1713,-13.7552,-3.9919,0.2814,-31.6734
-0.685,-0.0047,1.2131,-12.6975,-4.9692,0.2234,-29.4512
-0.6118,-0.0023,1.2648,-11.4318,-4.1963,0.2867,-25.8133
-0.5495,-0.0001,1.3029,-10.424,-4.717,0.5189,-22.8653
-0.464,-0.0022,1.3173,-8.8974,-4.5431,-0.1489,-19.4063
-0.3919,-0.0014,1.3512,-7.039,-4.9777,0.1113,-16.1728
-0.2916,-0.0051,1.3745,-5.8678,-4.9711,-0.3938,-11.9775
-0.1895,0.0052,1.3865,-3.4628,-5.4312,0.0297,-7.7838
-0.0945,-0.0022,1.3983,-1.7737,-4.6878,0.3546,-3.865
0.0034,-0.0023,1.4078,0.0562,-5.0682,-0.3013,0.1381
0.0941,0.0086,1.4008,1.8993,-5.264,-0.5248,3.843
0.2038,0.0047,1.3964,3.9117,-4.4534,0.3747,8.3025
0.299,0.0015,1.3657,5.7489,-5.1483,0.2886,12.3481
0.3842,0.0023,1.3559,7.1813,-4.1868,-0.3198,15.8214
0.4655,0.0039,1.3346,8.7413,-4.8183,-0.0905,19.2266
0.5506,0.006,1.2865,9.7868,-5.0591,0.0575,23.1708
0.6158,-0.0022,1.2599,11.3121,-4.6527,0.2194,26.047
0.6777,0.0034,1.215,12.8885,-4.7035,0.3073,29.1523
0.7222,-0.0014,1.173,13.6243,-4.0574,0.1519,31.622
0.7592,-0.0082,1.1253,14.3856,-4.5835,0.1125,34.0059
0.7834,0.0028,1.0824,15.0813,-4.0831,0.2237,35.8963
0.7982,0.0048,1.0342,15.0577,-3.6982,-0.1541,37.6599
0.7964,0.006,0.9721,14.591,-3.0072,-0.3987,39.3273
0.7912,0.001,0.9259,14.6725,-3.1269,0.0967,40.5126
0.7677,0.0041,0.8777,14.1687,-2.5989,-0.0119,41.1744
0.7273,0.0012,0.832,13.9643,-2.8494,-0.2647,41.157
0.6784,-0.0011,0.7891,12.8044,-2.8249,-0.1638,40.6858
0.6139,0.0057,0.7452,11.7644,-2.0595,0.0133,39.4784
0.5472,0.0056,0.7091,9.8359,-1.2515,-0.181,37.6537
0.4702,0.0025,0.6757,8.9478,-2.096,0.2682,34.8336
0.3915,0.0061,0.6461,7.4043,-1.2632,0.1855,31.2134
0.289,0.0008,0.6288,5.25,-0.906,0.4613,24.6842
0.1978,0.0022,0.6159,3.5483,-0.7674,0.1095,17.8013
0.1042,0.0019,0.6045,1.837,-0.3856,0.2022,9.7799
