accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch_accel
0.0497,-0.0016,0.9982,-0.0287,899.9005,-0.1513,2.8474
0.0576,-0.0031,0.997,-0.1957,899.862,-0.2324,3.3048
0.0643,0.0032,0.9881,0.2495,899.9789,0.0706,3.724
0.0682,0.0011,0.9931,0.3549,900.0433,0.1024,3.9302
0.0717,0.0116,1.0003,0.1375,899.833,0.6612,4.102
0.0666,0.0021,1.0042,-0.5022,899.5164,-0.2859,3.7935
0.0705,0.0025,1.0031,0.114,899.5017,0.2582,4.0219
0.0748,0.0004,1.0035,-0.2237,900.6137,-0.4752,4.2632
0.0689,-0.0003,1.001,-0.024,900.1443,-0.0376,3.9358
0.0775,0.0001,0.985,-0.193,900.1288,-0.1209,4.497
0.0772,-0.0071,1.002,-0.0048,899.8177,-0.071,4.4049
0.078,0.001,1.0015,0.468,899.6513,0.0744,4.4533
0.0852,-0.0007,0.9882,-0.3729,900.1447,0.4018,4.9251
0.0791,0.005,0.9924,0.215,900.0448,0.2372,4.5565
0.0805,0.0099,1.0001,-0.6983,900.0503,0.0273,4.6035
0.0817,-0.0094,1.0063,0.53,899.9923,-0.7406,4.6424
0.0807,-0.0042,0.9924,0.3444,900.3767,-0.1736,4.6484
0.0857,-0.0081,0.9911,-0.4135,899.8831,0.6588,4.9393
0.0905,-0.0014,0.9951,-0.0589,899.8253,-0.3682,5.1944
0.1001,-0.0156,0.985,0.3034,899.7464,0.3596,5.8008
0.0917,-0.0011,1.002,-0.0795,900.0141,0.2233,5.2292
0.0882,-0.0026,0.9881,0.1061,899.9046,0.025,5.1034
0.0974,-0.0049,0.9912,-0.1737,899.7203,-0.4496,5.6121
0.1047,-0.0093,0.9914,0.2221,899.8747,0.1901,6.0253
0.0967,0.0056,0.9883,0.2893,900.0362,0.1829,5.5907
0.1072,0.0072,0.9935,0.1425,899.8296,0.1075,6.1588
0.1023,0.0034,0.9874,0.2747,899.6501,0.7327,5.9166
0.1027,-0.002,0.9953,-0.2017,899.3755,0.2734,5.8915
0.1115,0.0021,1.0034,0.0698,900.0612,0.3659,6.3399
0.1104,-0.0006,0.9827,-0.3393,899.6222,-0.1373,6.4084
0.1096,-0.0029,0.9928,0.418,899.9289,-0.0607,6.3012
0.1126,-0.0028,0.9973,-0.0597,899.384,0.1701,6.4427
0.1177,0.0005,0.9986,-0.4359,900.0131,-0.2159,6.7207
0.1181,0.0012,0.9956,-0.048,899.7478,-0.272,6.7671
0.1115,0.0038,0.9841,0.1942,899.5486,0.5468,6.4652
0.1159,0.0037,0.9913,-0.0211,900.3367,0.0301,6.67
0.1173,-0.0074,0.9865,0.3043,900.0402,-0.269,6.7819
0.1247,-0.0048,0.9944,0.4046,900.1723,0.0615,7.1447
0.1232,-0.001,0.9848,-0.464,900.2036,0.2242,7.1291
0.1227,-0.0023,0.9922,-0.0656,899.3849,0.0839,7.0499
0.1275,0.0001,0.9805,0.1996,899.6321,-0.5581,7.4117
0.1334,0.003,0.9943,-0.034,900.2344,-0.1998,7.6397
0.1293,0.016,0.9907,0.4722,900.0414,-0.1496,7.4335
0.1403,-0.0171,0.9835,-0.5295,900.0416,0.1591,8.1189
0.1381,0.0017,0.9966,0.0563,900.2125,-0.912,7.8879
0.1349,-0.0006,0.9866,-0.0599,899.8721,-0.2574,7.7875
0.1381,-0.0001,0.9925,-0.3919,899.7936,-0.3731,7.9218
0.1455,0.0026,0.9926,-0.509,899.7915,0.327,8.3387
0.1432,-0.0028,0.9905,-0.2083,899.7924,0.1219,8.2266
0.1452,0.0022,0.992,-0.057,900.1998,0.4818,8.3294
0.1343,-0.004,0.9862,0.1117,900.323,-0.3592,7.7531
0.1508,-0.0066,0.9888,0.0301,899.8392,0.0901,8.6713
0.1492,0.0022,0.9925,-0.3309,899.7073,-0.1981,8.5479
0.1474,-0.0002,0.9913,-0.0715,900.2893,0.5069,8.4569
0.1496,0.0017,0.9857,0.0227,899.5154,0.2452,8.628
0.1526,-0.0041,0.9928,-0.0861,899.8823,0.0965,8.7373
0.1586,0.0015,0.9926,0.3038,900.2545,0.6261,9.0774
0.1562,0.0028,0.9873,0.4856,900.1842,0.2656,8.9886
0.1612,0.0013,0.9872,0.0864,900.0281,0.1396,9.2729
0.1559,-0.009,0.9806,-0.2308,899.9475,0.0123,9.033
0.1663,0.0017,0.9807,-0.2193,899.6993,-0.1564,9.6245
0.1613,-0.0005,0.9837,-0.008,899.9169,0.0636,9.3122
0.165,0.0053,0.9848,0.3656,900.3708,-0.4311,9.511
0.1734,0.0005,0.983,0.3634,899.964,-0.2107,10.0031
0.171,0.0022,0.986,-0.3101,900.4959,0.1654,9.8388
0.1867,-0.0028,0.9892,0.2912,899.9736,0.1431,10.6885
0.1664,-0.0021,0.9834,0.4163,899.9165,0.2623,9.6039
0.1726,0.0011,0.9895,0.3111,900.3382,0.6025,9.8927
0.1775,-0.001,0.9828,-0.1295,899.5155,-0.0025,10.2364
0.1762,-0.0031,0.9916,-0.0162,900.188,0.0876,10.0742
0.1792,-0.0018,0.9793,0.022,900.1096,-0.2424,10.3697
0.1795,0.0025,0.979,-0.2789,899.7821,0.2279,10.392
0.1821,-0.0004,0.9857,-0.1781,900.5771,0.2813,10.4695
0.1838,0.0002,0.9841,-0.0779,900.2195,-0.1636,10.5804
0.1927,0.0058,0.9882,-0.0966,899.944,0.4339,11.0358
0.1986,-0.001,0.9823,-0.1122,899.9378,0.1582,11.4299
0.185,0.0049,0.9835,0.4805,899.6018,0.1885,10.6553
0.1975,-0.0051,0.9905,0.2257,900.4351,0.0458,11.2763
0.196,0.0062,0.9903,0.1143,900.0783,0.2669,11.1974
0.1985,0.0022,0.9835,0.167,900.092,0.022,11.4112
0.2042,-0.0069,0.9768,-0.0864,900.093,-0.2409,11.8082
0.2021,-0.0019,0.984,0.0279,899.5091,-0.296,11.6056
0.1948,0.0045,0.9757,0.217,899.9186,-0.2397,11.293
0.2047,0.0053,0.979,0.5163,899.535,-0.2621,11.8099
0.2048,0.0023,0.9786,-0.2177,900.0855,-0.5249,11.8224
0.2062,0.0066,0.9744,0.3601,899.7958,0.0319,11.9482
0.212,-0.003,0.9774,-0.52,899.7759,0.1902,12.2381
0.2085,0.0062,0.9911,0.4448,900.1638,0.3706,11.8788
0.2154,0.0028,0.9789,0.3151,900.0015,-0.1848,12.4082
0.2178,-0.0024,0.979,0.3784,900.0607,-0.4408,12.5435
0.2079,0.0023,0.985,0.1421,899.7172,-0.2101,11.9179
0.2109,0.0114,0.9738,-0.1137,900.3198,0.097,12.2201
0.2148,-0.0052,0.98,0.0238,900.0664,-0.2707,12.3613
0.2317,-0.0109,0.979,-0.0981,899.7028,0.21,13.3112
0.2226,0.0003,0.9832,-0.2259,899.7754,0.0372,12.7549
0.224,-0.0063,0.9744,0.0629,900.1727,-0.0069,12.9451
0.2257,-0.0021,0.9676,0.2244,899.9743,-0.7417,13.1291
0.2226,0.0033,0.969,-0.0693,900.3027,-0.1958,12.9379
0.231,0.0013,0.971,0.2625,900.2272,-0.1683,13.3827
0.2258,0.0107,0.9707,-0.4096,900.0916,0.2699,13.0923
0.2286,-0.0045,0.971,-0.22,899.5349,0.2873,13.247
0.2323,0.004,0.9745,-0.2883,899.7959,-0.0145,13.4046
0.2353,0.0004,0.9776,-0.0867,900.0822,0.3731,13.5347
0.2407,0.0065,0.9657,-0.1686,900.4438,0.5892,13.9923
0.2315,0.0054,0.9764,0.0184,899.952,-0.0833,13.3379
0.2435,-0.0074,0.9703,0.0097,899.9501,0.1102,14.085
0.2367,0.0018,0.9711,-0.2103,900.0745,-0.1667,13.6979
0.2387,-0.0008,0.9726,-0.1777,899.6747,0.1044,13.792
0.2375,-0.0021,0.975,-0.3513,900.126,0.1499,13.692
0.251,0.0071,0.9751,-0.1263,900.2675,0.0367,14.435
0.2522,-0.0053,0.9644,-0.1568,899.7785,-0.2086,14.6547
0.2462,-0.0041,0.9706,-0.7375,900.2378,0.2386,14.2332
0.2622,-0.0001,0.977,-0.1604,900.712,-0.4408,15.0249
0.2522,0.0046,0.9604,-0.0005,900.173,-0.5365,14.7117
0.2591,-0.0061,0.9643,-0.0895,899.629,-0.1045,15.0366
0.2577,-0.0037,0.9664,-0.2142,899.7363,-0.2036,14.9296
0.2609,0.0043,0.9677,-0.1293,899.8917,0.1763,15.0876
0.2591,0.0041,0.9578,-0.4815,899.8223,0.0917,15.1366
0.2605,-0.0021,0.9653,0.5191,900.227,0.057,15.1037
0.2664,0.0011,0.9654,-0.1893,900.0759,0.0559,15.4274
0.2647,-0.0085,0.9637,-0.0101,900.0408,-0.3345,15.3573
0.2683,-0.0014,0.9585,0.6681,899.8253,0.2302,15.6375
0.2757,-0.0004,0.9638,-0.3538,899.7859,0.0941,15.9628
0.2634,-0.0039,0.9656,-0.2847,899.3915,0.0403,15.2602
0.271,0.0022,0.9609,-0.5105,900.2771,0.2589,15.7479
0.2674,0.0035,0.9592,0.0873,900.2458,0.1421,15.5751
0.2706,-0.0004,0.9646,0.0513,900.2401,0.5194,15.6723
0.2763,-0.0062,0.9566,0.3485,899.6633,-0.3425,16.1112
0.2733,-0.0022,0.9633,-0.0071,900.6545,-0.3409,15.8376
0.2869,-0.0036,0.9648,-0.116,900.3318,0.2896,16.5594
0.2835,0.0045,0.9564,0.1563,900.6715,0.0297,16.5107
0.2927,-0.0083,0.9554,0.2038,899.9697,0.2969,17.0295
0.2811,0.0043,0.9633,0.3804,900.6015,-0.0871,16.2657
0.2886,-0.0014,0.9598,0.1054,900.1952,0.2573,16.7367
0.2942,-0.0043,0.9587,0.0455,899.9973,0.3293,17.0611
0.2908,0.005,0.956,-0.3372,900.1853,-0.0656,16.92
0.2985,-0.0029,0.9591,0.3795,899.6519,-0.3724,17.2899
0.2949,0.0011,0.9605,-0.1154,899.7263,0.516,17.0657
0.2998,0.0015,0.9553,-0.2647,900.1904,-0.0547,17.4259
0.3029,0.003,0.9463,0.1899,900.1747,0.3186,17.7473
0.2969,-0.0033,0.9558,0.1146,900.1493,-0.0975,17.2541
0.3049,-0.0074,0.9503,0.7983,899.7019,0.2126,17.7894
0.3026,-0.0033,0.9663,0.4481,900.5917,-0.0326,17.3865
0.3026,-0.0047,0.96,0.1781,899.8585,-0.1572,17.4959
0.2944,0.004,0.9487,-0.6063,899.9553,0.0598,17.2415
0.3058,0.0029,0.9458,-0.0082,899.9291,0.3996,17.9182
0.3133,-0.0055,0.9373,0.2763,900.0174,0.118,18.4845
0.3092,0.0012,0.9488,-0.2108,899.8627,0.3706,18.0494
0.3058,-0.0054,0.9537,0.3653,899.7871,-0.3444,17.7756
0.3212,-0.0044,0.9475,-0.2896,899.6995,0.0865,18.7289
0.3106,-0.0139,0.9458,0.3701,899.6287,-0.2905,18.1763
0.3253,0.0118,0.951,0.1073,899.5065,-0.3669,18.8843
0.3249,-0.0018,0.947,-0.639,899.7354,-0.1175,18.9376
0.3248,-0.0017,0.9524,-0.5048,899.8255,-0.4658,18.8314
0.3308,-0.0158,0.9467,-0.4367,900.403,-0.607,19.259
0.3217,0.0033,0.9454,0.145,900.7128,0.0687,18.7943
0.3326,0.0041,0.9489,-0.0274,899.5653,0.1115,19.3153
0.3279,-0.0047,0.9463,0.0777,899.4043,0.0471,19.1099
0.3193,0.0025,0.9484,0.032,899.5692,0.1524,18.6096
0.3284,-0.0087,0.9417,0.0287,899.6303,-0.2925,19.2266
0.3405,0.0034,0.9496,0.0059,899.9826,0.0061,19.728
0.3399,0.0078,0.948,-0.5489,900.2665,-0.6493,19.727
0.3295,-0.0023,0.9315,0.1681,899.5974,0.3986,19.4808
0.341,-0.0092,0.9402,0.02,900.338,-0.3801,19.934
0.3322,0.0007,0.9354,-0.1604,900.4479,0.1777,19.5496
0.3385,0.0036,0.9361,-0.2265,899.8594,-0.2101,19.8778
0.3378,0.002,0.9351,-0.6453,-899.7422,-0.3695,19.8637
0.3419,0.0002,0.9472,-0.1299,-899.7408,-0.3587,19.8448
0.3395,0.0002,0.9399,-0.0002,-899.9871,-0.4123,19.8608
0.3384,0.0066,0.9412,-0.4956,-899.7253,-0.702,19.7754
0.3405,0.0022,0.9434,-0.3066,-900.2252,-0.8092,19.8454
0.3252,0.0084,0.9428,0.0077,-899.8916,-0.4937,19.0298
0.319,0.0094,0.94,0.467,-900.0261,0.5152,18.7461
0.3326,-0.0013,0.9327,0.12,-899.8837,0.5455,19.6276
0.3319,0.0036,0.9379,0.1215,-899.8133,0.048,19.4871
0.3269,0.0013,0.9462,0.4994,-899.7781,-0.3567,19.0609
0.3365,-0.0063,0.9509,-0.0162,-899.4837,0.424,19.4865
0.3304,-0.0089,0.9456,0.382,-900.0468,0.0314,19.258
0.3268,-0.0094,0.9511,0.0405,-900.3662,0.214,18.9647
0.3073,-0.0044,0.9546,0.3275,-899.9508,0.3725,17.8436
0.3146,-0.0073,0.9426,0.2832,-900.1093,-0.1628,18.4549
0.3223,-0.0032,0.9521,-0.382,-899.8586,0.0905,18.7005
0.3185,0.0004,0.9491,0.1626,-899.8622,0.1552,18.5484
0.3217,-0.0002,0.9517,-0.3754,-900.6061,-0.0358,18.6757
0.3078,0.001,0.9583,-0.0679,-900.1521,-0.4121,17.8038
0.3093,0.0033,0.955,-0.5606,-899.5311,-0.4581,17.9479
0.3122,-0.0063,0.947,0.0696,-899.4372,-0.104,18.2466
0.3007,-0.0031,0.9623,-0.4061,-900.1264,0.026,17.3532
0.3028,0.0039,0.9543,0.2804,-899.7372,-0.3227,17.6073
0.3023,-0.0073,0.9461,0.774,-899.8707,-0.4916,17.7192
0.3032,-0.0049,0.9536,0.0701,-899.9432,0.391,17.6384
0.305,0.0064,0.9504,-0.4084,-900.2073,-0.1664,17.7903
0.2992,-0.0006,0.9561,-0.0192,-900.5289,0.7842,17.3788
0.2963,-0.0094,0.9423,-0.2069,-899.7481,-0.0573,17.4549
0.3003,-0.003,0.9611,-0.2048,-899.7214,0.3515,17.3495
0.2881,0.0023,0.9487,0.3134,-900.2086,-0.13,16.8949
0.2993,0.0045,0.9601,-0.4568,-899.92,0.5642,17.3122
0.2914,0.0059,0.9533,-0.3889,-899.4076,0.1984,16.9945
0.2905,0.0057,0.9615,-0.2111,-900.5304,-0.1131,16.8087
0.2895,0.0013,0.9637,0.1141,-900.5355,-0.0576,16.7207
0.2896,0.0007,0.9635,0.0308,-899.9951,0.8506,16.7279
0.2833,-0.0022,0.9616,-0.0351,-899.837,-0.0202,16.4156
0.2786,-0.0082,0.9475,-0.019,-900.1271,0.1089,16.3865
0.2749,0.0022,0.9679,0.2076,-899.7084,-0.7197,15.8537
0.2759,0.0078,0.95,0.2341,-899.8406,-0.0439,16.1927
0.2783,-0.0056,0.9619,-0.0382,-900.0341,0.1989,16.1388
0.2763,0.0011,0.9693,-0.0628,-900.4955,-0.2429,15.9117
0.2689,0.0058,0.9533,0.6412,-899.8799,-0.4182,15.75
0.2715,-0.0051,0.9635,0.0516,-899.6417,0.3467,15.7386
0.2736,0.0023,0.9531,0.3787,-900.2296,-0.2825,16.0144
0.2665,-0.0017,0.967,0.1728,-900.5279,0.4244,15.4068
0.2635,-0.0086,0.9621,0.0742,-899.924,0.5086,15.3134
0.2598,0.004,0.9626,-0.3076,-900.1837,0.4099,15.1044
0.2704,0.0021,0.9711,-0.1033,-899.4012,-0.2825,15.562
0.2659,-0.005,0.9607,0.4562,-900.0855,0.0818,15.472
0.265,-0.0039,0.967,0.1154,-899.8514,-0.4812,15.3218
0.2661,-0.0037,0.964,-0.2292,-899.723,-0.2555,15.4303
0.2501,0.006,0.96,0.1799,-899.8296,0.0386,14.6024
0.2496,-0.0009,0.9664,0.0451,-900.1292,0.0832,14.4831
0.2464,-0.0075,0.9717,0.0828,-899.9126,-0.0939,14.2318
0.2596,-0.0026,0.9691,-0.4939,-900.4994,-0.0654,14.9981
0.2464,0.002,0.9684,0.1684,-899.6254,-0.1591,14.2762
0.2452,-0.0043,0.9689,-0.4805,-899.8438,-0.6502,14.2012
0.2442,0.0106,0.9715,0.3407,-900.4292,-0.2019,14.1107
0.2529,0.012,0.9715,0.1593,-899.9968,-0.086,14.5898
0.2434,-0.0031,0.9677,0.065,-899.6901,-0.3401,14.1177
0.233,-0.0003,0.9625,0.4048,-900.4489,-0.2149,13.6058
0.2341,-0.0001,0.9659,0.3744,-900.1919,-0.0643,13.6224
0.2458,-0.0012,0.9742,0.4548,-900.2739,-0.432,14.1604
0.2324,0.002,0.9712,0.1713,-899.7549,0.0963,13.4573
0.2374,-0.0043,0.9721,-0.7305,-900.4873,-0.2562,13.7237
0.2346,0.0041,0.9693,0.0344,-900.3591,-0.0247,13.6051
0.2337,-0.0098,0.9742,0.3014,-900.0237,-0.1935,13.4899
0.2395,-0.0014,0.9765,0.2437,-899.8226,-0.0719,13.7781
0.2285,0.0015,0.9704,0.2103,-899.8704,0.3251,13.2482
0.2245,0.0047,0.9795,-0.0911,-899.5441,-0.0841,12.9097
0.2366,0.0006,0.9715,0.3356,-899.9352,-0.1837,13.6899
0.214,0.0121,0.9776,0.1072,-900.339,-0.2386,12.3478
0.2245,0.0018,0.9728,0.1361,-899.6258,-0.6051,12.9932
0.2208,0.0034,0.9844,0.1951,-900.1919,0.1496,12.6411
0.2187,-0.0032,0.9787,0.2028,-899.7523,-0.3386,12.5984
0.2115,-0.0071,0.9735,-0.1447,-899.9627,-0.0309,12.2591
0.2133,0.0046,0.9727,0.3203,-900.3942,0.2144,12.3689
0.2111,0.0052,0.9761,0.0804,-899.9792,0.1324,12.2056
0.2093,-0.0002,0.9764,0.1045,-900.425,0.1277,12.1015
0.2202,-0.0007,0.9802,0.2095,-900.1741,0.4339,12.6635
0.2117,-0.0016,0.9818,-0.1023,-899.3306,-0.1684,12.1653
0.2144,-0.0018,0.9729,0.3791,-900.293,0.3938,12.4256
0.2014,0.0059,0.9833,0.5063,-899.8656,-0.4407,11.5741
0.2084,-0.0045,0.9723,0.1159,-899.5515,-0.2858,12.0997
0.2013,0.0052,0.9852,-0.0107,-900.069,-0.2942,11.5459
0.2077,0.0054,0.9801,0.265,-900.1283,0.1874,11.9643
0.1988,0.0025,0.9809,0.0697,-899.8777,0.1197,11.4591
0.1982,-0.0001,0.9787,-0.2255,-900.1444,-0.3322,11.4495
0.2003,-0.0035,0.9859,-0.1288,-899.735,0.4258,11.4833
0.1916,0.0023,0.982,-0.0517,-900.368,0.3592,11.0372
0.1909,0.003,0.979,-0.1021,-900.134,0.0955,11.0327
0.1905,-0.0029,0.9772,-0.0686,-899.6862,0.117,11.0285
0.1779,0.0012,0.9819,-0.0991,-899.9021,0.2215,10.2681
0.1849,-0.0,0.9853,0.02,-900.3404,0.2144,10.6293
0.1802,0.0022,0.9804,-0.1388,-899.6618,-0.4851,10.4152
0.185,0.0029,0.9737,-0.0302,-900.1063,0.6337,10.7578
0.1827,0.0103,0.986,-0.3773,-900.7268,-0.2101,10.4975
0.171,-0.0028,0.9794,0.1622,-899.7539,-0.0299,9.9058
0.1853,0.0064,0.9922,-0.1308,-900.5486,0.1852,10.5797
0.1704,0.0011,0.9843,0.151,-900.0408,0.0108,9.8205
0.1786,0.0001,0.9876,-0.3848,-899.9609,-0.1272,10.2504
0.1693,-0.0081,0.9887,-0.309,-900.1227,-0.4068,9.714
0.1639,0.0113,0.9835,0.1062,-899.6934,0.1013,9.4595
0.1656,-0.0012,0.9813,-0.4409,-899.7604,-0.2235,9.5808
0.1689,0.012,0.9897,0.2471,-899.6263,0.0629,9.686
0.1686,0.0034,0.9858,0.1797,-899.955,0.0074,9.7027
0.165,-0.0003,0.9894,0.6704,-900.1186,0.2449,9.4654
0.1678,-0.0061,0.9906,-0.2423,-900.4566,-0.198,9.6144
0.1649,-0.0012,0.9852,-0.1581,-899.9959,-0.0086,9.5027
0.1607,0.0019,0.9816,0.4577,-899.6608,-0.0107,9.2974
0.1476,-0.0007,0.9967,0.5285,-900.3626,-0.3041,8.4237
0.1531,-0.0031,0.989,-0.1869,-899.8916,0.1439,8.8009
0.1432,-0.0013,0.9899,0.1114,-899.8686,0.0803,8.229
0.1473,0.0036,0.9932,0.1306,-900.3085,0.1931,8.4369
0.1519,0.0021,0.9888,0.1686,-899.93,0.0675,8.7355
0.1471,0.003,0.9898,-0.009,-899.7531,-0.2708,8.4521
0.1485,-0.0015,1.0012,0.0492,-899.9797,-0.2017,8.4346
0.1441,-0.0036,0.9895,0.2298,-900.3562,-0.0024,8.286
0.1447,0.0033,0.9824,0.3352,-899.4844,0.1984,8.3803
0.1455,0.0019,0.9954,-0.3227,-899.7186,0.0505,8.3168
0.1395,-0.0038,0.9927,-0.0635,-900.1226,0.0996,8.0007
0.1365,0.0054,0.9855,-0.1631,-899.966,0.3369,7.8864
0.1325,-0.0048,0.9815,-0.4598,-899.9342,-0.4354,7.6869
0.1312,0.0028,0.9945,-0.1218,-900.3838,0.6259,7.5137
0.1262,0.0062,0.9852,-0.1818,-899.8435,-0.0272,7.3004
0.1283,0.007,0.9893,0.0532,-899.9729,0.0661,7.3866
0.1272,-0.0023,0.991,0.4676,-900.078,0.2397,7.3167
0.13,0.0007,0.9813,-0.1129,-900.0901,0.1667,7.5483
0.1229,-0.0016,0.9922,-0.7143,-899.6727,-0.4496,7.0595
0.1197,0.0014,0.9991,0.3892,-899.6671,0.0353,6.8315
0.1259,0.002,1.0016,-0.3697,-900.079,-0.017,7.1673
0.1147,0.0037,0.9952,0.0039,-900.369,-0.281,6.5765
0.1206,-0.0002,0.9939,-0.0587,-900.2756,-0.2127,6.9173
0.1199,0.011,0.9933,-0.2849,-899.9652,0.3613,6.8837
0.1087,-0.0069,0.9931,0.2735,-900.5003,-0.0773,6.2489
0.1091,0.0002,0.9868,-0.4398,-899.9714,0.3057,6.3067
0.1027,-0.002,0.9866,-0.2224,-900.3486,-0.0311,5.9435
0.1106,-0.0037,0.9997,-0.4609,-899.9939,0.1696,6.3138
0.1067,-0.0023,0.9914,-0.3803,-900.3459,-0.6717,6.142
0.1123,0.003,0.9916,0.0163,-899.8043,0.1061,6.4636
0.1053,0.0006,0.9956,0.2479,-900.3979,0.0175,6.039
0.0989,-0.0092,1.0035,0.1628,-900.1468,-0.059,5.6306
0.0968,0.0041,0.9924,0.0021,-900.0354,-0.0417,5.5721
0.0923,0.0024,0.9981,0.0788,-900.111,-0.3349,5.2811
0.0921,0.0069,0.9955,0.1753,-899.9369,-0.3255,5.2878
0.0968,-0.0009,0.9922,-0.4041,-900.2499,-0.3623,5.5713
0.0928,-0.0013,0.99,-0.3232,-899.9757,-0.2881,5.357
0.0896,-0.0042,1.0055,0.3487,-899.7516,-0.1562,5.0944
0.0843,0.0016,0.999,-0.4506,-899.7923,-0.1042,4.8247
0.0877,-0.0037,0.9882,0.0638,-900.079,-0.1969,5.0735
0.0815,-0.0086,0.9969,0.1766,-899.76,-0.0304,4.6715
0.0886,-0.0045,1.0044,-0.0179,-899.8326,-0.2258,5.0406
0.0777,-0.0026,0.9968,-0.0285,-899.7045,-0.1275,4.4595
0.0823,0.0057,0.9924,-0.2348,-900.5215,0.277,4.7418
0.0792,0.0018,0.9972,-0.4363,-900.0633,-0.4359,4.5385
0.0789,0.0088,0.9948,0.1563,-899.7823,0.3398,4.5324
0.0815,0.0084,0.9863,-0.4898,-899.5797,0.4037,4.7258
0.078,-0.0031,0.9973,0.1986,-900.5603,0.0141,4.4694
0.0656,-0.0097,0.9965,0.0603,-900.0067,0.18,3.769
0.0702,-0.0019,1.0033,0.3003,-900.5661,-0.5381,4.0007
0.0774,-0.0006,0.9884,-0.205,-900.22,-0.1485,4.4781
0.077,0.0044,1.0075,0.2838,-900.1173,-0.5766,4.3729
0.0687,0.0034,1.001,-0.0932,-899.9825,0.1909,3.9264
0.0684,-0.008,0.9903,-0.1811,-900.1856,-0.1916,3.9515
0.0667,-0.0067,0.996,-0.152,-899.5387,-0.2997,3.8296
0.0535,0.0007,0.997,0.0504,-899.7578,-0.0557,3.0687
0.0557,0.0082,0.9987,0.3638,-899.1871,0.3297,3.1905
0.0532,-0.0056,1.0027,0.1628,-899.734,-0.1191,3.0389
0.0532,0.0049,0.9916,0.1369,-899.6051,0.0599,3.0702
0.057,-0.0021,1.0009,-0.0387,-900.3216,-0.0759,3.2584
0.0553,-0.009,1.0041,0.3875,-900.119,-0.338,3.1519
0.0554,0.0031,0.996,-0.1255,-899.9042,0.5423,3.1826
0.0547,-0.0034,0.9923,-0.3057,-899.5484,-0.0903,3.1571
0.0419,0.0023,0.9999,-0.0333,-899.7557,-0.1326,2.4023
0.0477,-0.003,1.0006,0.0846,-899.6891,-0.0013,2.7319
0.0379,0.0113,0.9989,0.421,-900.3528,-0.0035,2.174
0.04,0.0001,0.9959,0.1582,-900.0177,-0.3904,2.2976
0.0349,0.0053,0.996,0.0522,-900.6289,0.0704,2.0042
0.0369,-0.0038,0.9981,0.3597,-900.2003,0.753,2.1165
0.0418,-0.0027,1.0019,-0.2718,-899.7161,-0.655,2.3875
0.0327,-0.0018,0.9953,-0.1113,-899.4731,-0.411,1.8843
0.0317,-0.0029,0.9998,0.2912,-899.4879,0.0288,1.8148
0.0367,-0.0058,0.9948,-0.2886,-900.0229,-0.2791,2.1141
