accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch_accel
0.4978,0.008,0.8642,0.079,-0.1976,-0.0234,29.941
0.5021,0.0025,0.8603,0.3113,-0.1303,0.265,30.2699
0.5073,-0.0046,0.8661,-0.0768,-0.231,0.0199,30.3592
0.5041,0.0095,0.8685,-0.14,0.2225,0.0617,30.1296
0.5042,0.01,0.8622,-0.1597,-0.0415,0.0224,30.3154
0.4972,0.0009,0.8694,0.221,0.3131,-0.4096,29.7645
0.5001,-0.0042,0.8635,-0.0183,-0.006,0.4527,30.0774
0.5055,0.0055,0.8687,0.1558,-0.7887,-0.1891,30.1922
0.4892,0.0021,0.8667,-0.2345,-0.2078,0.0792,29.441
0.5062,0.0028,0.8716,-0.1977,-0.0009,0.0823,30.1472
0.5001,0.0075,0.8608,-0.0175,-0.1004,-0.1136,30.1558
0.505,-0.0028,0.8623,0.4768,0.2133,0.1782,30.3557
0.5014,-0.0069,0.8645,0.0295,0.3379,-0.1105,30.1136
0.5001,0.0008,0.874,0.2003,0.0817,0.0203,29.7764
0.5094,-0.0057,0.8574,0.0355,0.421,0.3704,30.7153
0.4993,-0.0006,0.859,0.1411,0.4842,0.0452,30.1658
0.4997,-0.0014,0.8665,-0.1524,0.0676,-0.184,29.9696
0.4926,-0.0016,0.8714,0.0101,0.2911,-0.1889,29.4802
0.4985,0.0011,0.8574,0.0815,0.3892,-0.1081,30.1742
0.4905,-0.0032,0.8619,0.1043,-0.1651,0.0685,29.6442
0.4988,-0.0118,0.873,0.035,-0.0137,-0.236,29.7391
0.501,-0.0028,0.8662,-0.6987,-0.3329,-0.1241,30.041
0.4942,-0.0033,0.8626,-0.2698,0.326,0.2238,29.8097
0.4945,-0.0063,0.8664,-0.2502,0.0418,-0.5827,29.7161
0.4992,0.0022,0.875,-0.0408,0.1379,0.0722,29.7034
0.5076,-0.0004,0.8657,-0.3538,0.4665,-0.4902,30.385
0.5016,-0.0042,0.8639,0.4159,-0.1259,0.2927,30.1409
0.5013,0.0016,0.8749,-0.0881,-0.0748,-0.2981,29.8081
0.5049,-0.0057,0.8631,0.0189,0.2786,0.3614,30.3275
0.4997,-0.0066,0.8676,-0.1756,-0.229,-0.1983,29.9404
0.5011,-0.0022,0.862,-0.4018,-0.1544,0.2537,30.1722
0.5069,-0.001,0.868,0.2008,-0.2143,-0.2213,30.2863
0.5,0.0139,0.8632,-0.355,0.0823,0.0028,30.0803
0.5035,-0.0009,0.8672,-0.5442,-0.0018,-0.3514,30.142
0.5056,0.0017,0.8583,-0.0047,0.3393,0.2796,30.4988
0.5006,-0.0016,0.8588,0.0841,-0.1596,-0.1469,30.2382
0.5024,-0.005,0.8591,-0.0884,0.0188,0.2265,30.319
0.51,-0.0031,0.8639,0.0755,-0.2771,0.2338,30.5562
0.4942,-0.0003,0.8668,-0.1827,0.5867,0.3684,29.6895
0.4998,-0.0005,0.8689,0.0204,0.7826,-0.7401,29.9063
0.5003,0.0019,0.8707,0.4578,0.4082,0.1437,29.882
0.5053,0.0044,0.8538,-0.1825,-0.1214,-0.0414,30.6195
0.4985,0.0016,0.8616,0.2426,-0.0531,0.2131,30.0535
0.4945,-0.0043,0.8677,-0.8197,0.3908,-0.2341,29.6765
0.4894,0.0006,0.8701,0.3043,-0.6308,-0.1323,29.3556
0.5033,-0.0051,0.8726,0.2516,-0.5315,-0.2846,29.9761
0.4983,-0.0053,0.8715,0.0059,0.1662,-0.3854,29.7562
0.4948,-0.0061,0.859,0.1233,0.0073,0.114,29.9406
0.5108,-0.0001,0.87,-0.0429,-0.4717,-0.2672,30.4195
0.5019,0.0052,0.8576,-0.1957,0.0759,-0.166,30.336
0.505,-0.0032,0.8625,0.2841,-0.0118,-0.3027,30.3492
0.4991,0.0035,0.8676,0.6008,0.0555,-0.1129,29.9115
0.5041,-0.0087,0.8687,-0.2083,-0.733,-0.0089,30.1252
0.5009,-0.0075,0.8766,0.283,-0.0938,0.0322,29.7438
0.4975,0.0096,0.876,-0.1695,0.145,0.1701,29.593
0.5085,0.0046,0.8612,-0.193,-0.1107,-0.1358,30.5566
0.5004,-0.0039,0.8628,0.3619,0.1316,-0.3292,30.1124
0.4976,-0.0072,0.8629,-0.3283,0.0751,0.546,29.9683
0.4987,-0.005,0.866,0.6863,-0.2039,0.4291,29.9371
0.497,0.0045,0.8746,0.2247,-0.202,0.595,29.6084
0.4989,-0.006,0.8778,-0.3396,-0.4307,-0.5204,29.6129
0.5057,0.01,0.873,-0.3375,0.4796,-0.2257,30.0805
0.4969,0.0023,0.8591,-0.2583,-0.5086,-0.1129,30.0459
0.5038,0.0079,0.8587,0.6544,-0.0536,0.6903,30.3981
0.4913,0.0024,0.8657,0.0229,0.2324,-0.2534,29.5733
0.5079,-0.0029,0.8651,-0.2038,0.4979,-0.3508,30.4149
0.4946,-0.0053,0.861,0.6068,0.4244,-0.1522,29.8735
0.4998,-0.0113,0.8616,0.0806,0.1155,0.3288,30.1179
0.4945,0.0011,0.8632,0.0568,0.1277,-0.2558,29.8042
0.5051,-0.0064,0.8649,0.9632,-0.0475,0.0913,30.2862
0.4997,0.0113,0.8685,0.2423,-0.0955,0.319,29.9123
0.5018,-0.0068,0.8732,0.5381,0.0841,0.0968,29.8851
0.5005,-0.002,0.8686,0.0479,-0.1654,0.0103,29.952
0.499,-0.0008,0.8635,-0.2693,0.2364,-0.1936,30.0199
0.4986,0.006,0.8646,0.053,0.2979,-0.2829,29.9739
0.5039,0.0065,0.8673,0.4965,0.3879,0.3614,30.156
0.5012,0.0028,0.864,0.4941,-0.1187,0.1869,30.1161
0.4996,0.0009,0.8629,0.288,-0.32,0.0544,30.0681
0.5007,0.0077,0.8609,0.1138,-0.19,0.5707,30.1815
0.5048,-0.0019,0.8677,-0.0618,-0.013,-0.1196,30.1877
0.4965,-0.0002,0.864,0.0779,0.2523,0.1712,29.8851
0.4946,0.0045,0.8731,-0.1648,-0.3167,0.2185,29.5316
0.5016,-0.0137,0.8663,0.2685,0.1392,0.0375,30.0697
0.4983,0.0011,0.8686,-0.1401,0.2249,-0.4138,29.8423
0.5051,0.0033,0.8613,-0.2369,0.2545,-0.0654,30.3895
0.5024,-0.01,0.8745,0.1544,-0.0618,-0.1032,29.8738
0.4978,0.0005,0.8696,0.2114,-0.3829,-0.5287,29.7896
0.4954,0.0011,0.8747,0.0821,0.4121,0.1228,29.5254
0.4949,-0.0087,0.8733,-0.2278,-0.1209,-0.036,29.5362
0.4989,0.0014,0.8604,0.1552,0.3215,0.2249,30.1095
0.4998,-0.0001,0.8739,0.07,0.3876,0.3728,29.766
0.4921,0.0034,0.8607,-0.1907,0.3423,-0.12,29.7606
0.5001,0.002,0.8691,-0.2267,0.2372,-0.0904,29.915
0.4931,-0.0038,0.8743,-0.0137,-0.4658,0.113,29.419
0.5036,0.0041,0.8624,-0.0865,-0.6393,-0.1285,30.2852
0.5008,-0.0077,0.8648,0.0609,0.2934,-0.1292,30.0713
0.5041,0.0004,0.8623,0.0303,0.432,-0.1137,30.312
0.5106,-0.004,0.8612,-0.0823,-0.1822,0.1455,30.6621
0.5096,-0.0007,0.8745,0.1064,0.2217,0.2031,30.2283
0.4985,0.0034,0.8723,0.0665,-0.4819,0.4575,29.7461
0.5014,0.0035,0.8674,0.0705,-0.2348,-0.0693,30.0303
0.4983,0.0031,0.8628,0.1052,-0.0773,-0.0497,30.0073
0.493,-0.0025,0.8591,0.0334,0.0069,-0.2025,29.8526
0.501,0.0033,0.8697,-0.2557,-0.0422,0.3828,29.9451
0.5015,0.0044,0.8612,-0.0568,-0.3832,0.0165,30.2155
0.5017,-0.0088,0.8608,0.12,-0.5113,0.0625,30.2358
0.4962,-0.0029,0.8733,-0.3478,0.1346,-0.624,29.6024
0.4941,-0.0005,0.8702,0.098,0.0667,0.3945,29.5895
0.5032,0.0029,0.8592,-0.0355,0.0858,-0.2104,30.3543
0.4932,-0.0077,0.88,0.1112,-0.0636,-0.1396,29.267
0.4965,-0.0032,0.8693,0.0997,-0.3037,-0.3205,29.7333
0.5076,0.0012,0.8555,-0.042,-0.3179,-0.3732,30.6801
0.501,-0.0031,0.8714,0.0985,0.4217,-0.4249,29.897
0.4984,-0.0044,0.8678,-0.2952,-0.3564,0.0129,29.8726
0.5062,-0.0076,0.8627,-0.1366,0.0457,-0.0675,30.4003
0.5054,-0.0093,0.8636,-0.2331,-0.5076,-0.2351,30.3377
0.4924,0.0082,0.8674,0.0786,-0.2775,-0.1852,29.5825
0.5051,-0.0001,0.8619,0.7455,0.4284,0.1565,30.3721
0.5004,-0.0012,0.8562,-0.3556,0.2621,-0.3794,30.3044
0.4962,0.0043,0.8512,0.1633,0.1678,-0.1982,30.2408
0.507,0.0036,0.8706,0.4871,0.132,0.8001,30.2166
0.4965,0.0077,0.8704,0.1428,-0.1706,-0.24,29.7
0.4966,-0.0025,0.8681,-0.1675,-0.6499,-0.4456,29.7727
0.5023,0.0037,0.8793,0.2765,0.3304,0.0152,29.7368
0.501,0.0031,0.8663,0.6596,-0.1757,-0.3036,30.0385
0.4984,-0.006,0.8665,-0.2371,0.6169,0.8432,29.9087
0.5032,-0.008,0.8601,-0.031,-0.3111,-0.02,30.3287
0.502,0.0071,0.8693,0.2627,-0.6941,0.043,30.0032
0.5037,0.0065,0.861,0.6695,0.0816,-0.2857,30.3271
0.4961,-0.0069,0.8655,-0.1082,0.0998,-0.2688,29.821
0.5136,0.0056,0.8629,0.4404,0.1851,0.1363,30.7594
0.5015,-0.005,0.8633,-0.574,-0.0224,-0.3631,30.1525
0.5009,-0.0126,0.8702,0.1245,-0.2702,-0.0364,29.9248
0.5018,0.0057,0.8703,0.3163,-0.4855,-0.226,29.9663
0.5038,-0.0017,0.8607,-0.2547,0.5349,-0.1579,30.3425
0.5007,0.0005,0.867,0.2129,0.1165,-0.0561,30.0079
0.505,0.0064,0.8604,-0.1395,0.3501,0.654,30.4113
0.5047,0.0036,0.8672,0.767,0.1964,0.4533,30.1978
0.5024,-0.0068,0.8725,0.5006,0.2382,0.1878,29.9321
0.5059,-0.0024,0.8644,0.1103,-0.5776,0.3582,30.3383
0.4985,0.002,0.8613,-0.0658,0.1379,-0.2573,30.0613
0.511,-0.0052,0.8652,-0.1737,0.432,-0.0268,30.569
0.5011,0.0083,0.8607,-0.3097,0.6002,0.1588,30.209
0.5002,0.0036,0.854,-0.7601,-0.0228,-0.3733,30.3592
0.4981,0.0016,0.8735,-0.2533,-0.2722,-0.5484,29.6925
0.5039,0.0006,0.8689,0.4085,-0.48,0.0377,30.11
0.5018,0.0003,0.8592,0.0298,-0.4631,-0.2075,30.2887
0.4974,-0.0021,0.8659,-0.0993,0.2349,0.0198,29.8728
0.5005,0.0039,0.86,0.8418,-0.0844,-0.075,30.1975
0.5069,-0.0023,0.8645,0.3286,-0.3573,-0.0479,30.3865
0.5049,0.0011,0.8641,0.345,0.0596,-0.405,30.299
0.4982,0.0028,0.8667,-0.3066,0.0638,-0.2385,29.8913
0.4996,-0.0024,0.8744,-0.6635,0.1607,-0.0074,29.7396
0.4946,-0.002,0.8608,-0.4804,-0.1636,0.2743,29.8808
0.5051,0.0019,0.8626,-0.0269,0.2027,-0.0926,30.3528
0.501,-0.0007,0.8629,-0.1747,0.4459,-0.1771,30.1415
0.5079,-0.006,0.8682,-0.4518,-0.2027,0.1711,30.3303
0.4973,0.0006,0.8744,0.1629,-0.4687,0.2938,29.6293
0.5008,-0.0014,0.866,-0.2946,-0.241,-0.5196,30.0429
0.4989,-0.0071,0.8704,0.6021,-0.29,-0.0152,29.8195
0.5076,-0.0048,0.8698,0.0268,-0.1156,-0.5372,30.2678
0.5016,0.0056,0.8737,0.2299,0.3207,-0.1461,29.8598
0.5074,0.0077,0.8611,-0.1534,0.2152,0.4874,30.5084
0.5012,-0.0088,0.8671,-0.2515,0.2755,-0.3479,30.0291
0.4988,0.0013,0.8706,-0.024,0.0062,0.1572,29.8115
0.5002,-0.0012,0.8726,0.2596,-0.1261,-0.2619,29.8226
0.5042,0.0002,0.8628,-0.1605,-0.078,-0.4206,30.3015
0.4857,-0.0007,0.8651,0.0439,0.1956,-0.2596,29.3134
0.4992,-0.005,0.8633,-0.0795,0.2386,-0.2528,30.0368
0.4914,0.0015,0.8756,-0.0546,0.6194,0.4941,29.302
0.4996,-0.0035,0.8679,-0.3918,-0.2275,0.1493,29.9274
0.5056,-0.0083,0.866,0.0508,0.1005,0.1885,30.2795
0.5037,-0.0044,0.8598,-0.5295,0.3435,-0.5732,30.3631
0.502,-0.0004,0.8665,-0.0328,0.1044,-0.2753,30.0819
0.4957,-0.0019,0.8617,-0.5804,-0.4819,0.0382,29.9085
0.5011,-0.0016,0.8743,0.2158,0.8091,-0.4567,29.8209
0.4939,-0.0057,0.8685,0.2763,-0.258,0.1306,29.6254
0.4997,-0.0034,0.8614,0.049,0.1867,0.0385,30.1183
0.5066,0.008,0.87,-0.1928,-0.1731,0.0394,30.2104
0.4969,0.0039,0.8587,0.3628,0.2016,0.0633,30.0569
0.5018,-0.0005,0.8604,0.2065,-0.521,0.0025,30.2519
0.497,-0.0043,0.8662,0.0537,0.6285,0.3826,29.843
0.5043,0.0026,0.8614,-0.4965,0.2005,0.0854,30.346
0.5026,0.0001,0.8661,-0.227,0.6218,0.1745,30.128
0.5029,0.0004,0.8666,-0.3372,-0.0351,0.4142,30.1266
0.4957,-0.0029,0.8611,-0.1665,0.1004,0.2879,29.9287
0.504,-0.0028,0.8644,0.0243,0.0353,-0.2642,30.2464
0.4845,0.0075,0.8628,-0.5482,0.3255,0.053,29.3153
0.5035,0.0084,0.8607,0.298,-0.1069,0.1519,30.3265
0.4986,0.0011,0.862,0.2026,-0.302,0.0246,30.0478
0.5051,-0.0016,0.8625,-0.287,0.0912,-0.1525,30.3545
0.4986,0.0008,0.8597,-0.1333,0.2569,-0.1449,30.1113
0.5047,0.004,0.8686,-0.0314,-0.0783,-0.1624,30.1572
0.5124,-0.0036,0.869,-0.4146,-0.5047,-0.0498,30.5237
0.4909,-0.0005,0.8653,-0.1934,-0.1549,-0.3648,29.5672
0.4971,-0.005,0.8584,-0.264,-0.6163,0.0268,30.0751
0.4989,-0.0002,0.8653,0.1301,0.1923,0.2202,29.9667
0.4989,-0.0086,0.8681,-0.0368,-0.2923,-0.0158,29.8853
0.5014,-0.0008,0.8586,0.0736,-0.3721,-0.0337,30.2824
0.5039,0.0044,0.855,0.1814,-0.1574,0.2124,30.5139
0.4977,0.0009,0.8643,0.0769,-0.4485,-0.4732,29.934
0.5017,-0.005,0.8607,0.1742,-0.3508,0.1086,30.2362
0.5048,0.002,0.8619,0.0376,0.2138,-0.0924,30.3592
0.5045,-0.0016,0.8642,-0.149,-0.028,0.5367,30.2768
0.5009,0.0033,0.8624,-0.379,0.0709,0.6158,30.146
0.5003,0.0027,0.8678,-0.7486,0.1473,0.1158,29.9617
0.508,-0.0027,0.8565,0.5903,0.3945,-0.4285,30.6723
0.5013,0.0021,0.8566,0.2121,0.3877,-0.4004,30.3359
0.4976,-0.0068,0.8662,-0.3787,0.2801,-0.0708,29.875
0.5061,0.0005,0.8598,-0.0488,-0.0194,0.4265,30.4804
0.5048,0.0018,0.8647,0.4409,-0.2383,-0.6335,30.2747
0.5049,-0.0023,0.8754,0.055,0.1523,-0.2989,29.973
0.4948,0.0008,0.8701,0.1773,0.1376,0.6011,29.6252
0.4897,0.0082,0.8713,-0.3295,0.0277,-0.0654,29.3357
0.4969,-0.0035,0.8716,0.0454,0.3315,0.4376,29.6884
0.4876,-0.0016,0.8644,-0.2845,0.239,0.5641,29.427
0.4886,0.0038,0.8603,0.2368,-0.0513,-0.2161,29.5924
0.4942,0.0028,0.8687,0.2222,-0.1918,-0.4329,29.6359
0.4999,-0.0032,0.8692,0.7538,0.2837,-0.0887,29.9054
0.5019,0.0013,0.8671,-0.1555,-0.4702,-0.1252,30.0648
0.5022,-0.005,0.8683,0.0547,0.6131,-0.1038,30.0422
0.4977,0.0035,0.8578,-0.6169,0.0216,-0.095,30.1235
0.4955,-0.0023,0.8699,-0.1939,-0.1565,-0.3253,29.6685
0.5096,-0.0014,0.8689,-0.5193,0.0378,0.2704,30.3935
0.5027,0.0019,0.872,-0.7279,0.3554,-0.4465,29.9652
0.507,0.0038,0.87,-0.5686,-0.0668,0.1269,30.2328
0.4968,0.0086,0.8738,0.1758,-0.312,0.4988,29.6186
0.4965,-0.0051,0.8703,-0.0187,0.1164,-0.179,29.7025
0.5041,0.0023,0.8662,0.377,0.0748,0.1408,30.1953
0.504,-0.0001,0.8692,0.4893,0.4772,-0.096,30.1067
0.5015,0.0072,0.8648,0.4293,0.4827,-0.0593,30.1079
0.4972,-0.0077,0.8708,-0.2107,-0.0365,-0.3388,29.7253
0.4888,-0.0002,0.8631,-0.3347,-0.0853,-0.6097,29.5232
0.5056,0.0037,0.8634,0.3185,0.1133,0.3058,30.3496
0.4986,-0.0072,0.8684,-0.6167,-0.3057,0.2501,29.8614
0.5,0.0004,0.864,-0.5341,-0.2144,0.148,30.0582
0.4915,-0.0034,0.8772,-0.5531,-0.0601,0.0504,29.2616
0.4846,0.0023,0.8595,-0.3995,-0.3357,0.5483,29.4179
0.5056,0.0001,0.8548,-0.0622,-0.1047,0.0977,30.602
0.4992,0.0015,0.8663,0.0679,0.1858,0.2792,29.9512
0.5075,-0.0065,0.8695,0.0458,0.483,0.1688,30.2695
0.4994,-0.0036,0.8683,-0.3301,-0.0143,0.5171,29.9046
0.494,0.0029,0.8571,0.3551,0.0047,-0.3318,29.9592
0.4998,-0.0026,0.8691,0.1574,-0.2116,0.2252,29.9012
0.5059,0.0003,0.8669,0.0483,-0.0285,-0.3913,30.2675
0.5026,-0.0031,0.868,0.1473,-0.3268,0.506,30.0694
0.4999,-0.0014,0.8628,-0.1291,-0.071,0.2014,30.0864
0.4915,-0.004,0.8697,-0.1464,0.0785,0.1951,29.4718
0.4941,0.0024,0.8612,-0.0236,-0.1321,-0.3438,29.8447
0.5003,0.0006,0.8778,-0.675,-0.3131,0.0406,29.6805
0.4954,0.0093,0.868,0.0396,0.3286,-0.4095,29.7122
0.5022,-0.0069,0.8541,-0.1384,-0.0906,0.3423,30.4565
0.5054,-0.0021,0.8665,0.066,-0.2056,0.1966,30.2544
0.5021,-0.0084,0.869,0.3335,0.008,-0.1438,30.0166
0.4999,0.0065,0.8592,0.1051,0.3061,0.4178,30.1916
0.499,-0.0051,0.8695,0.0262,-0.1628,-0.1807,29.849
0.4978,-0.0072,0.8572,0.5433,-0.1447,-0.417,30.1423
0.4994,-0.0004,0.8607,-0.3826,-0.1405,-0.0748,30.1232
0.5015,-0.0064,0.8727,0.1947,-0.1798,-0.2963,29.8859
0.4976,-0.0026,0.8616,0.1701,-0.3011,0.2112,30.0101
0.5008,0.0062,0.8724,0.102,-0.1475,-0.5904,29.858
0.4922,-0.0005,0.8683,-0.2365,0.488,0.3312,29.5459
0.5083,-0.0063,0.8677,0.197,0.2594,-0.3013,30.3615
0.5019,0.0009,0.8686,0.4351,-0.0838,-0.4083,30.0195
0.4983,-0.0004,0.8709,0.1866,0.4333,-0.2671,29.7779
0.4972,0.004,0.8682,-0.017,-0.2289,0.5983,29.7983
0.4938,0.0021,0.8677,-0.0171,-0.2219,-0.1336,29.6425
0.5013,-0.0082,0.866,0.0664,-0.3387,0.1655,30.0616
0.4907,0.0036,0.8671,-0.1106,0.1707,0.1795,29.5082
0.4998,0.0005,0.8743,-0.1262,0.4031,0.3907,29.7543
0.5042,0.0058,0.8653,0.1084,-0.2199,0.0458,30.2303
0.5055,0.0005,0.8697,0.0237,-0.0256,-0.2781,30.1682
0.4968,-0.0004,0.8651,-0.2996,0.3201,-0.1042,29.8664
0.5017,0.0094,0.8542,0.1559,-0.0079,-0.0269,30.4266
0.4913,-0.0047,0.8601,-0.0384,0.3062,0.3147,29.7358
0.4997,0.0061,0.8696,-0.4869,-0.5284,-0.4281,29.8822
0.5041,0.0012,0.8711,-0.2617,0.4794,0.2054,30.0547
0.5032,0.0073,0.8588,-0.7132,0.1596,-0.1031,30.3632
0.5017,0.0052,0.8764,0.0149,-0.1065,0.0476,29.7884
0.4977,0.0053,0.8677,-0.1355,-0.0014,0.2361,29.8363
0.4954,-0.0035,0.8674,-0.2111,-0.1166,-0.3923,29.7291
0.4888,0.0004,0.8697,-0.1318,-0.0222,-0.0212,29.3367
0.4978,-0.0056,0.8673,0.529,0.0704,0.1649,29.8557
0.4886,0.0056,0.867,-0.0885,-0.4693,0.0938,29.4026
0.5114,-0.0055,0.8617,-0.4797,0.5083,0.178,30.6887
0.5009,0.0029,0.8629,-0.0165,0.0108,-0.0169,30.1329
0.5066,0.002,0.8652,-0.0006,0.0033,0.1926,30.3476
0.4995,0.0061,0.8652,-0.1085,-0.3563,0.2693,29.9992
0.5102,0.0081,0.8649,-0.3218,-0.0843,0.3032,30.5339
0.5011,0.0033,0.8586,-0.1277,0.1342,0.0066,30.2661
0.5061,0.0007,0.8641,0.1364,-0.0976,0.0463,30.3572
0.5017,-0.0009,0.8771,0.4348,-0.1216,-0.3148,29.7712
0.5107,0.0027,0.8591,-0.0645,-0.0491,-0.0554,30.7295
0.4991,-0.0019,0.8634,-0.0327,-0.39,-0.4184,30.0311
0.4989,0.004,0.8632,0.3002,0.2473,0.5976,30.0284
0.4944,0.003,0.8632,-0.0944,-0.48,-0.1435,29.8023
0.4981,0.0023,0.8678,-0.3775,0.2457,-0.366,29.8556
0.489,-0.0164,0.872,-0.0183,-0.4679,0.02,29.2774
0.4974,-0.0041,0.8647,-0.778,0.2495,0.2695,29.9108
0.5044,-0.0012,0.8691,-0.2575,-0.0682,-0.3078,30.1273
0.5037,0.002,0.8697,-0.6561,-0.2366,-0.9609,30.0759
0.5026,-0.001,0.8605,-0.1654,0.4898,0.1133,30.2886
0.495,0.0024,0.8631,-0.5496,-0.0581,-0.484,29.8351
0.5066,-0.0061,0.867,-0.3512,-0.3255,-0.7267,30.2961
0.4997,-0.0023,0.8586,-0.1914,-0.2346,-0.7163,30.2011
0.5015,-0.0007,0.857,0.5503,-0.1837,0.0895,30.3355
0.5011,-0.0052,0.869,-0.2105,-0.3144,0.0105,29.968
0.4984,-0.0024,0.8718,0.2067,0.1978,0.0654,29.7563
0.4966,0.0059,0.8654,-0.1035,-0.0863,-0.0316,29.849
0.5022,-0.0019,0.869,-0.3395,0.0417,-0.1633,30.0216
0.4966,-0.0005,0.8724,-0.1043,0.0577,0.2591,29.6511
0.5065,-0.003,0.8652,0.0181,0.066,-0.1041,30.3457
0.4955,-0.0061,0.8672,-0.2715,-0.0927,0.4172,29.743
0.4988,0.0024,0.8561,-0.1336,-0.1555,-0.0416,30.2278
0.5018,-0.0023,0.8616,-0.0726,0.172,0.2256,30.2204
0.4997,-0.0004,0.8734,-0.5452,0.225,-0.0216,29.7737
0.4969,-0.003,0.8625,-0.4087,-0.2851,0.2484,29.9456
0.5014,0.0041,0.8667,-0.158,0.2277,-0.1219,30.047
0.4913,-0.0039,0.8594,-0.0317,-0.204,-0.2561,29.7541
0.4987,-0.0043,0.8676,-0.1644,-0.4764,-0.3708,29.892
0.4994,0.0043,0.875,-0.5054,-0.2971,-0.379,29.7124
0.5061,-0.0032,0.857,0.108,-0.347,0.2562,30.5651
0.5026,0.0014,0.8645,-0.2694,0.0616,0.204,30.1698
0.4968,0.0052,0.8637,0.2524,0.0253,0.1899,29.9047
0.5063,-0.0034,0.8617,0.2292,0.1047,0.1071,30.4379
0.5038,-0.0038,0.8746,-0.3019,0.2612,-0.4921,29.9425
0.5027,0.0036,0.8614,-0.0275,0.3654,-0.1554,30.2681
0.5001,-0.0003,0.8588,0.1883,0.1792,0.5569,30.2108
0.5081,-0.0055,0.8589,0.1933,0.2987,-0.381,30.6072
0.5017,0.0005,0.8654,0.142,-0.3729,0.0123,30.0998
0.5059,0.0039,0.8726,0.2698,0.1133,0.686,30.101
0.5009,0.0107,0.8708,-0.0694,0.0129,-0.1108,29.9038
0.5061,-0.0048,0.8721,0.0128,0.3337,0.0972,30.1275
0.4939,-0.0077,0.8638,-0.0345,-0.4905,-0.5102,29.7574
0.5018,0.002,0.8622,0.2634,0.6362,0.0965,30.1994
0.5021,0.0022,0.858,0.1378,0.2198,0.2549,30.3365
0.5036,-0.006,0.8668,-0.0259,0.2607,-0.2143,30.1577
0.4926,-0.0009,0.8688,0.3123,0.082,-0.9082,29.5548
0.5026,-0.0105,0.8804,0.3617,0.2615,0.1892,29.7169
0.4969,0.0075,0.8735,-0.0585,-0.1974,0.1503,29.6292
0.509,-0.0035,0.8637,-0.5032,0.4223,-0.2036,30.5144
0.4952,-0.0042,0.8749,-0.4872,-0.154,0.4038,29.51
0.5075,-0.0046,0.8675,-0.33,0.2431,-0.6347,30.3277
0.4996,-0.0007,0.8653,-0.4694,-0.2517,0.1733,29.9981
0.5024,0.0011,0.8705,-0.0772,-0.1888,-0.0403,29.9927
0.4951,-0.005,0.8644,-0.0769,0.9356,-0.5519,29.8001
0.5122,0.0038,0.8578,-0.147,0.167,0.6178,30.8441
0.4957,0.002,0.8603,0.1877,0.4499,0.0088,29.9494
0.4978,-0.004,0.87,0.0228,-0.6995,-0.002,29.7761
0.5047,-0.0045,0.8576,0.1182,0.1372,-0.1767,30.4789
0.5018,-0.0015,0.8705,0.4762,-0.1568,-0.3135,29.9614
0.5051,0.0023,0.8677,0.2458,-0.2922,-0.7554,30.2023
0.4994,0.0068,0.8679,0.4312,0.2023,0.0798,29.9129
0.5013,0.0008,0.8689,-0.3597,-0.3361,0.2961,29.9853
0.5042,-0.0017,0.8698,0.1249,-0.2477,-0.4541,30.0989
