accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pitch_accel
0.7078,-0.0074,0.7075,-0.425,0.2412,-0.277,45.0077
0.7108,0.0017,0.7063,0.0063,0.8115,0.0893,45.1819
0.7098,-0.0014,0.7078,0.3492,-0.0334,-0.1256,45.0809
0.704,0.0024,0.7087,-0.606,-0.4325,0.3612,44.8097
0.6991,-0.0045,0.7042,0.3616,0.0343,0.6802,44.7896
0.7088,-0.0018,0.7036,0.1954,0.1691,-0.1223,45.2119
0.7074,-0.0066,0.7091,0.2207,0.1089,0.1264,44.9298
0.7096,-0.0027,0.7135,0.3541,-0.7542,0.6475,44.8421
0.711,0.0024,0.7012,-0.26,0.0481,0.1845,45.394
0.7125,-0.0007,0.7097,0.0941,0.2219,-0.0991,45.1113
0.7138,0.004,0.6993,0.6026,0.3399,-0.3451,45.5848
0.704,-0.0056,0.7006,0.4113,-0.3667,0.1025,45.1349
0.7096,-0.0017,0.71,0.0773,-0.0547,-0.3119,44.9828
0.704,0.008,0.7022,-0.3253,-0.1248,0.0981,45.0699
0.7082,-0.0069,0.7191,0.2337,0.0046,0.1819,44.5613
0.707,0.0125,0.704,-0.1704,-0.1443,0.2349,45.1166
0.7092,-0.0061,0.7094,0.1638,-0.384,0.4616,44.9917
0.7155,0.002,0.7121,0.0713,0.2699,0.3471,45.1373
0.7116,0.0086,0.6983,-0.0324,-0.2019,0.1485,45.5395
0.7111,0.0039,0.7039,0.1605,0.0486,0.1582,45.2916
0.7177,0.0052,0.704,0.0099,0.3577,0.5258,45.5496
0.7041,0.0064,0.7051,-0.119,-0.5371,-0.4033,44.9586
0.6958,0.0052,0.7102,-0.5551,-0.4561,0.2448,44.4111
0.7129,0.0053,0.7057,0.478,0.1843,0.1225,45.2906
0.7074,0.0001,0.7058,0.5193,-0.1437,0.0758,45.0639
0.7033,0.0021,0.7095,0.0601,-0.6898,-0.0284,44.7505
0.7131,-0.006,0.7048,-0.3109,-0.2883,-0.1576,45.3341
0.7215,-0.007,0.7094,-0.1949,0.2254,0.2782,45.4821
0.7091,0.0008,0.7099,0.2052,-0.1763,-0.1167,44.9669
0.7047,0.0027,0.6984,0.0935,0.2733,-0.2138,45.257
0.7045,-0.0009,0.7053,0.5366,-0.402,-0.068,44.9686
0.7107,-0.0091,0.7008,-0.5604,0.0475,-0.2951,45.3978
0.7112,-0.0027,0.7087,-0.4866,-0.0401,0.1519,45.1016
0.7081,0.0015,0.7074,0.0341,0.2797,-0.0151,45.028
0.71,-0.0007,0.7068,0.5695,-0.2056,0.0449,45.1281
0.7149,-0.0058,0.7012,-0.1137,-0.4048,0.2117,45.5545
0.7123,-0.0027,0.7007,-0.0914,-0.0133,-0.0102,45.4698
0.7032,0.0045,0.7027,0.246,0.3151,-0.0866,45.0192
0.7049,0.0018,0.7104,0.108,0.1875,0.2409,44.7767
0.7088,0.0015,0.7132,-0.2912,-0.6843,0.2255,44.8207
0.7082,0.0036,0.7095,0.0084,0.2076,0.5113,44.9459
0.7031,-0.0065,0.709,0.3507,0.3866,0.3277,44.7589
0.7073,-0.005,0.7036,-0.8208,0.5672,-0.3315,45.1492
0.7006,0.0026,0.7058,-0.2973,0.3301,0.3661,44.7894
0.7027,0.0003,0.7002,-0.1322,-0.1502,0.1071,45.1029
0.7032,0.0066,0.7072,-0.645,-0.5725,-0.0035,44.8366
0.7162,-0.0056,0.708,0.5426,-0.3273,-0.2807,45.3295
0.7087,-0.0004,0.7092,-0.002,0.2757,-0.0188,44.9832
0.7028,-0.0072,0.7113,0.074,-0.0787,-0.4931,44.6517
0.7028,0.0048,0.6995,0.1187,0.0489,-0.1362,45.1317
0.6971,-0.0028,0.7012,0.2985,-0.3571,-0.4888,44.832
0.7113,-0.0076,0.7066,0.148,0.0073,-0.2556,45.1868
0.6959,-0.0103,0.7031,0.2229,0.0963,-0.0237,44.6993
0.7164,-0.0044,0.7057,0.0523,0.2698,-0.099,45.4304
0.6991,-0.0027,0.7055,0.1927,0.0979,-0.1185,44.7418
0.7063,-0.0017,0.7208,-0.5625,0.0125,-0.3164,44.4177
0.7095,-0.0032,0.7124,0.1524,0.123,-0.0464,44.8845
0.7147,0.0058,0.7081,-0.2413,-0.0708,-0.0335,45.2609
0.7121,0.0014,0.7022,0.1545,-0.0787,0.0853,45.4019
0.706,0.0007,0.7137,-0.3343,0.141,0.0605,44.6908
0.7017,-0.0046,0.7006,0.1836,0.0078,-0.047,45.043
0.7058,-0.0087,0.7036,0.0385,0.0327,0.2946,45.0863
0.6996,0.0058,0.7045,-0.2149,0.0466,-0.0478,44.801
0.7054,-0.0096,0.707,0.2659,0.2831,-0.2005,44.9314
0.7024,0.0064,0.6986,0.0555,0.2108,-0.105,45.1534
0.704,0.004,0.7103,0.002,0.2298,-0.2819,44.7434
0.7042,0.0013,0.7073,-0.3426,-0.0317,-0.1849,44.8757
0.7084,-0.0002,0.7056,0.1017,-0.4612,0.1991,45.1171
0.7098,0.0036,0.6967,-0.3118,0.4536,0.2957,45.5359
0.7075,-0.0014,0.71,0.1795,-0.1355,-0.1021,44.8984
0.6995,0.0032,0.7093,-0.1659,0.1878,0.486,44.5993
0.7022,0.0037,0.7152,-0.8298,-0.4933,0.0663,44.4742
0.7024,0.0045,0.7191,0.253,-0.0902,0.1201,44.3258
0.7111,-0.0047,0.7137,0.0761,0.2728,-0.3748,44.8963
0.7118,-0.0046,0.7015,-0.1213,0.3681,-0.445,45.4184
0.7023,-0.0015,0.7096,0.2881,-0.015,0.0569,44.7017
0.7069,-0.0075,0.715,-0.2551,-0.0597,0.3572,44.6734
0.707,-0.0006,0.7122,0.2504,0.1263,0.2659,44.7907
0.7084,-0.005,0.7049,0.4247,0.4102,-0.5441,45.1409
0.7086,0.0039,0.7087,0.3991,-0.1268,0.2106,44.9937
0.7008,-0.002,0.7153,-0.3666,-0.0911,-0.4249,44.4116
0.712,-0.0006,0.7062,-0.3204,0.1732,-0.0777,45.2369
0.707,0.0049,0.7132,0.4548,0.4597,0.1679,44.7476
0.7036,-0.0013,0.7071,0.5387,-0.4745,0.3769,44.8596
0.7221,-0.0014,0.7096,-0.1731,0.2088,0.2047,45.4972
0.7112,0.0042,0.7156,-0.0602,-0.0393,0.0611,44.8194
0.7081,0.0053,0.7079,0.1327,0.025,0.0445,45.007
0.7033,0.0043,0.7032,-0.134,-0.1224,-0.4847,45.0042
0.7132,0.0036,0.7033,-0.021,-0.1726,0.7857,45.4031
0.7108,0.0062,0.708,0.1509,0.0206,0.2818,45.1134
0.6998,-0.0047,0.7004,-0.0107,0.4181,-0.3086,44.9749
0.7095,-0.0036,0.7022,0.0071,-0.3187,-0.0561,45.2971
0.6997,-0.0035,0.7079,0.3833,0.3308,0.183,44.664
0.705,-0.0012,0.7143,0.1555,-0.6069,0.2179,44.6266
0.7084,-0.0007,0.7106,0.3335,-0.3291,-0.398,44.9084
0.7072,0.0036,0.7169,0.7169,-0.0536,0.1383,44.6065
0.7056,-0.001,0.707,0.4501,0.3303,-0.0334,44.9462
0.7046,-0.0074,0.7051,-0.6102,0.2397,-0.0447,44.9799
0.7022,0.0037,0.7105,-0.031,0.329,0.2044,44.663
0.7079,-0.0057,0.7087,0.2561,0.0187,-0.1225,44.9661
0.7162,-0.0065,0.7183,-0.055,-0.4139,0.0564,44.9163
0.7185,0.0087,0.7116,0.0907,-0.2682,-0.1376,45.2764
0.7092,0.0004,0.7066,-0.0929,-0.2825,0.1223,45.1048
0.7023,-0.009,0.7095,0.3592,-0.4871,0.4236,44.7034
0.7157,0.0043,0.7106,0.3464,0.3171,0.2478,45.2029
0.6955,0.0021,0.7024,0.0325,0.2642,-0.1229,44.7192
0.7044,-0.0003,0.7057,0.0984,0.2919,0.4461,44.9476
0.7125,0.003,0.7078,-0.6267,-0.2999,-0.2023,45.1882
0.702,0.0,0.7114,0.4988,-0.5391,-0.3232,44.6184
0.705,-0.0038,0.7064,0.9944,-0.0117,0.0149,44.9428
0.6999,0.0032,0.7076,-0.1517,0.1184,-0.0642,44.6866
0.7078,-0.0055,0.71,-0.0654,0.1723,-0.1778,44.9071
0.7053,0.0001,0.6959,-0.0397,-0.5114,-0.7812,45.3875
0.706,-0.0024,0.712,0.0686,-0.2973,-0.4031,44.7588
0.71,-0.0033,0.707,0.0193,0.187,-0.0041,45.1229
0.7123,-0.0075,0.716,0.1979,-0.2927,0.2232,44.8483
0.7166,-0.0005,0.708,-0.174,-0.5056,-0.2715,45.3446
0.7017,0.0052,0.7075,0.0062,-0.0869,0.1305,44.7643
0.6969,0.0046,0.7029,0.2762,0.1007,0.5809,44.7548
0.7027,0.0107,0.7058,0.0074,0.1783,-0.3652,44.8696
0.7106,-0.0027,0.7068,-0.1409,0.0769,0.0406,45.154
0.7114,0.0031,0.7007,-0.3776,-0.2909,0.6206,45.4346
0.7017,0.0009,0.7114,-0.3518,-0.1581,0.0569,44.6078
0.7073,0.0059,0.71,0.7615,-0.0789,-0.0798,44.8885
0.7044,-0.0094,0.7005,0.4386,-0.0232,0.3859,45.1582
0.7153,-0.0053,0.7106,0.0423,-0.2125,-0.4308,45.1882
0.7023,-0.0014,0.7014,0.1152,-0.8234,0.0705,45.0347
0.7125,-0.0029,0.7062,-0.1516,-0.0747,-0.2517,45.2551
0.7034,-0.0022,0.7104,-0.4255,-0.0757,-0.1525,44.718
0.7082,0.004,0.7055,-0.155,0.3403,-0.1733,45.1071
0.7095,0.0018,0.7015,0.1088,0.317,0.5323,45.3244
0.7003,0.0032,0.7118,-0.0523,0.3068,-0.5064,44.5309
0.7115,0.0006,0.7006,0.1797,-0.6061,-0.1434,45.4407
0.7072,-0.0066,0.7061,0.4665,0.0771,0.1481,45.0422
0.7074,-0.0084,0.7169,-0.0444,-0.2725,-0.027,44.6164
0.7037,-0.0013,0.7078,0.0461,0.1086,0.2695,44.8341
0.708,0.0044,0.7079,-0.0631,-0.3871,0.0887,45.0032
0.7024,-0.0028,0.7125,-0.5214,0.4971,-0.0472,44.5914
0.6991,0.0012,0.7116,-0.305,0.0873,0.2856,44.491
0.7081,0.0013,0.7089,0.295,-0.404,-0.062,44.9662
0.7057,0.0002,0.7029,0.1629,-0.2045,0.4172,45.1133
0.7109,-0.0038,0.702,0.2209,-0.1052,0.3175,45.363
0.7121,0.0015,0.7023,0.121,-0.1416,0.0847,45.3969
0.6988,-0.0044,0.7104,-0.4568,-0.0045,-0.4521,44.5245
0.7122,-0.0039,0.7045,-0.206,-0.1828,0.5337,45.3074
0.7124,-0.0066,0.7081,0.6846,0.4289,0.2991,45.1734
0.7063,0.009,0.712,-0.3221,-0.0682,-0.1445,44.7705
0.7058,0.0033,0.7151,-0.4386,0.1473,-0.0874,44.6244
0.7087,0.0049,0.7064,-0.2215,0.0275,0.2395,45.0888
0.7161,-0.0048,0.7044,0.1533,-0.2459,-0.6034,45.471
0.6996,0.0003,0.7162,-0.5202,-0.6521,0.1003,44.3281
0.7067,0.0058,0.7004,-0.3328,0.0591,0.1951,45.2564
0.6981,0.0089,0.7011,-0.4142,-0.4256,-0.068,44.8742
0.6941,0.0014,0.7145,0.2417,-0.2917,0.1575,44.1668
0.7046,0.0047,0.7026,0.4428,0.1119,-0.2985,45.0808
0.7094,0.0032,0.7041,-0.1101,0.0964,-0.0493,45.2152
0.7048,0.0034,0.6983,0.1074,-0.4138,0.2369,45.2633
0.702,0.0002,0.6978,0.0908,0.2648,0.4438,45.1713
0.7045,-0.0071,0.7119,-0.6203,0.1654,-0.5287,44.6964
0.7042,-0.001,0.7083,-0.0763,0.1565,0.1044,44.8333
0.7022,0.0013,0.7147,0.3138,0.1305,-0.1608,44.4935
0.7056,-0.0013,0.7112,0.3357,-0.3407,-0.1793,44.7768
0.7115,-0.0009,0.7088,-0.1431,0.1404,0.2281,45.1086
0.712,0.0027,0.7094,0.6934,-0.0822,-0.4374,45.1048
0.7102,0.0018,0.7104,0.2538,0.441,0.0315,44.9909
0.7065,0.0058,0.7081,0.467,0.0677,-0.326,44.937
0.7078,0.0052,0.7151,0.396,0.1052,0.1618,44.703
0.7107,0.0102,0.7115,0.3024,-0.2395,-0.2343,44.9662
0.704,0.0058,0.7074,0.0997,0.5733,-0.0907,44.8613
0.7093,-0.0041,0.7116,-0.0459,0.0119,-0.3622,44.9064
0.7067,-0.0026,0.7139,-0.2207,-0.2009,-0.1628,44.7114
0.7,-0.0011,0.7077,-0.1151,0.0252,-0.3187,44.6858
0.71,-0.0026,0.7049,-0.0394,0.0181,0.0066,45.2063
0.7037,-0.0044,0.7088,-0.3181,0.1229,-0.0703,44.7934
0.7048,0.0029,0.7128,0.3497,-0.065,0.9497,44.6788
0.7095,-0.0009,0.7115,-0.0109,-0.7955,0.0651,44.9209
0.7106,-0.0054,0.7155,0.3008,0.3315,-0.3517,44.8041
0.7011,0.0,0.7144,-0.1217,0.0472,-0.0601,44.4617
0.7044,-0.0034,0.711,0.1139,-0.1381,0.1073,44.7319
0.7074,-0.002,0.7057,-0.1063,0.0289,-0.6642,45.0686
0.7096,-0.0066,0.713,0.3031,0.2616,-0.5281,44.8635
0.7124,-0.009,0.7066,-0.5151,0.1682,0.1545,45.2312
0.7023,0.0001,0.7019,0.0348,-0.0086,-0.1983,45.0184
0.7054,0.0001,0.7093,-0.2508,-0.2929,0.3168,44.8441
0.7055,-0.0028,0.7088,-0.1213,0.1409,-0.5231,44.8638
0.7041,0.0031,0.7114,0.2561,-0.1497,0.0105,44.702
0.7005,-0.0009,0.7093,0.4224,0.1745,-0.0519,44.6405
0.7008,-0.0066,0.7254,-0.3496,-0.3216,-0.5396,44.0117
0.7057,0.003,0.705,-0.0044,-0.1223,0.3628,45.0297
0.7097,0.0105,0.7065,0.2135,-0.2444,0.2166,45.1251
0.7112,0.0012,0.7037,-0.0369,-0.4485,0.5614,45.3046
0.7129,-0.0042,0.7039,0.0627,-0.0991,0.1778,45.3631
0.7047,0.0031,0.7078,-0.4356,0.0787,-0.3466,44.875
0.7013,-0.0011,0.7068,-0.2177,0.1361,0.3132,44.7763
0.7044,-0.0004,0.7024,-0.3946,-0.3867,0.1215,45.0839
0.7053,-0.0009,0.709,-0.2758,-0.0708,-0.3553,44.8501
0.7052,-0.0016,0.7081,0.1855,0.3727,-0.1567,44.8812
0.7053,0.0086,0.7062,-0.0584,-0.3384,-0.4289,44.9616
0.7112,0.002,0.7042,0.3503,-0.6604,0.114,45.2844
0.697,-0.0041,0.7083,-0.1513,-0.2491,-0.359,44.5406
0.7068,0.0019,0.7069,0.1942,-0.3396,0.06,44.9944
0.708,-0.003,0.7047,0.2191,-0.653,0.1296,45.1347
0.7033,-0.004,0.7031,0.3659,0.8653,0.1716,45.0068
0.7144,0.005,0.7046,0.3116,0.1627,0.1657,45.398
0.7074,-0.0088,0.7114,-0.1235,0.1001,0.139,44.8361
0.699,0.0004,0.7048,-0.0824,-0.5309,0.3165,44.7608
0.7056,0.003,0.7054,0.1175,0.1388,0.0426,45.0073
0.7055,-0.0028,0.7075,0.1565,0.0054,-0.0537,44.9179
0.7008,-0.0018,0.7147,0.4195,0.1922,0.1303,44.4364
0.7079,-0.0091,0.7004,0.434,0.1495,0.0023,45.3008
0.7087,0.0041,0.7056,-0.0482,-0.2109,-0.3656,45.1265
0.7101,0.0029,0.7169,-0.12,0.6951,0.1904,44.7283
0.7044,-0.0021,0.7049,-0.1862,0.4096,-0.2435,44.9801
0.7112,-0.0085,0.7027,-0.3465,-0.7085,-0.3127,45.3402
0.7025,0.0046,0.7042,0.1031,0.2686,-0.2271,44.9291
0.7047,0.0013,0.7016,-0.1662,-0.1293,-0.1491,45.1273
0.7022,-0.0005,0.7,0.0924,0.3036,-0.4024,45.0933
0.7026,-0.0023,0.7103,0.0671,-0.4533,0.1728,44.6869
0.7188,0.0013,0.7124,-0.2915,-0.2355,-0.1816,45.2557
0.7042,0.0077,0.7137,-0.558,0.2263,-0.0923,44.615
0.7097,0.0029,0.7168,-0.1719,0.1425,-0.1871,44.7141
0.7019,0.006,0.7114,0.0192,-0.2681,-0.4618,44.6115
0.704,0.0012,0.707,-0.6762,-0.0102,0.4058,44.8776
0.7056,-0.0075,0.703,-0.0294,0.0207,0.6703,45.1017
0.7045,0.0021,0.7104,0.0409,-0.075,-0.2003,44.7632
0.7051,-0.0036,0.7037,-0.1517,0.0809,0.033,45.0532
0.7091,-0.0018,0.7054,0.2639,-0.0255,0.4611,45.1528
0.7107,0.0075,0.702,0.3829,0.3141,-0.4143,45.3529
0.7082,-0.0009,0.7054,0.1457,-0.1217,-0.0653,45.1127
0.7084,-0.003,0.7046,-0.005,0.4724,-0.2032,45.1535
0.7075,-0.0034,0.7065,-0.1039,-0.5083,0.4089,45.0402
0.7003,0.0072,0.7069,-0.3887,-0.2137,0.427,44.7274
0.7032,0.0071,0.7157,-0.3032,0.1762,-0.1857,44.4913
0.7006,-0.0032,0.7021,0.1052,-0.1077,-0.3803,44.9348
0.701,-0.0048,0.7066,0.1169,0.0578,0.3121,44.7696
0.7007,0.0105,0.7056,-0.2398,-0.4783,-0.3739,44.7972
0.7087,-0.004,0.7063,0.0474,-0.3852,-0.2688,45.0987
0.7092,0.001,0.7052,0.1474,0.211,0.0916,45.1601
0.7066,0.0062,0.7072,0.1547,0.127,0.1654,44.9734
0.6968,0.001,0.7002,-0.2719,-0.0814,-0.2784,44.861
0.7081,-0.0031,0.7066,-0.3112,-0.0664,-0.0285,45.0618
0.7022,-0.0019,0.7129,-0.0844,0.3533,0.2175,44.5662
0.7017,-0.0021,0.709,0.321,0.329,-0.2994,44.703
0.7009,0.0082,0.7163,0.19,0.0905,-0.1027,44.3747
0.6983,-0.0035,0.7058,0.4219,-0.029,0.1462,44.6953
0.7011,-0.0023,0.7054,0.5673,0.0118,-0.6273,44.8238
0.7102,-0.0014,0.7073,0.1667,0.2596,0.1331,45.1178
0.7041,0.0013,0.7074,-0.4429,-0.0193,0.445,44.8627
0.7042,0.0142,0.7076,0.263,-0.2682,0.2741,44.8562
0.7089,0.0011,0.7105,-0.3307,0.1888,-0.391,44.9318
0.7052,0.0012,0.7106,0.2992,0.0293,-0.2774,44.7806
0.7149,0.0014,0.7022,-0.3167,-0.0853,-0.3228,45.5126
0.7125,-0.0003,0.7005,0.0136,-0.0994,0.1075,45.4864
0.7064,0.0096,0.7149,-0.141,0.1365,0.2292,44.653
0.7138,-0.0012,0.7108,-0.1403,-0.2948,-0.1375,45.1207
0.712,-0.0014,0.7034,0.0145,-0.3056,0.5304,45.3487
0.7146,0.0015,0.7131,0.6279,0.0397,-0.4278,45.0597
0.715,0.0082,0.7074,-0.4146,0.4164,0.0235,45.3011
0.7051,-0.0057,0.7074,-0.3496,0.3706,-0.371,44.9057
0.7119,0.0002,0.7124,0.4183,-0.1876,0.0006,44.9776
0.7097,0.0042,0.7127,0.4206,-0.1311,0.2097,44.8786
0.7047,-0.0036,0.7025,-0.397,0.7748,0.274,45.0923
0.7061,-0.0007,0.7059,-0.4714,-0.4535,-0.1707,45.0084
0.699,-0.0006,0.7087,-0.1077,0.1404,-0.0943,44.6043
0.7113,0.0024,0.7073,-0.1317,-0.4594,0.1626,45.1599
0.7057,-0.0069,0.7069,-0.8133,0.1556,-0.1239,44.9519
0.7041,0.0006,0.7099,-0.2381,-0.0216,0.3966,44.762
0.7076,0.0009,0.7057,0.4818,-0.0387,-0.2258,45.0773
0.7128,-0.0036,0.7057,-0.4802,0.2976,0.5784,45.2875
0.7113,0.0088,0.7038,0.0845,0.5589,-0.2458,45.3011
0.7017,-0.0108,0.7107,0.0681,-0.0104,0.2188,44.632
0.7099,-0.0024,0.7138,0.1842,0.2002,-0.2209,44.8466
0.707,0.0,0.7187,-0.0878,0.0387,0.1933,44.5289
0.7105,-0.0057,0.7042,0.0866,-0.2798,-0.0211,45.2529
0.7051,0.0068,0.6972,0.2936,0.4671,0.3622,45.3241
0.7105,-0.0007,0.7001,-0.1782,0.2023,-0.1484,45.4195
0.7086,-0.0025,0.7119,0.164,-0.486,-0.047,44.8666
0.7023,0.004,0.7034,0.3213,-0.0591,0.0884,44.9554
0.7001,0.0092,0.7096,-0.2621,-0.5986,-0.2276,44.6148
0.7048,-0.001,0.6935,-0.3241,0.245,0.0715,45.4604
0.7102,0.0035,0.7071,-0.1171,-0.2704,-0.0584,45.1245
0.708,0.0062,0.7051,-0.2135,0.8253,0.0492,45.1167
0.7008,0.0056,0.7049,0.2482,-0.0899,-0.0788,44.8325
0.7072,-0.0008,0.7058,0.2478,-0.3315,1.0061,45.0577
0.7134,-0.0035,0.7043,0.5468,-0.0143,-0.2359,45.364
0.7038,-0.0013,0.708,0.0921,-0.2522,-0.6376,44.8298
